S.No.,Order Date,Order Quantity,Sales
2139,09/08/2012,11,2618.112
2140,08/12/2009,1,52.0965
2141,7/31/2009,31,3945.95
2142,7/31/2009,33,5394.4
2143,9/18/2009,27,233.92
2144,9/18/2009,28,1642.05
2145,12/25/2012,16,279.327
2146,12/25/2012,5,539.206
2147,09/11/2012,34,125.46
2148,8/13/2010,33,47.99
2149,8/13/2010,23,829.617
2150,9/29/2009,5,616.1055
2151,10/18/2012,18,33.21
2152,03/12/2011,26,583.56
2153,03/12/2011,47,281.47
2154,5/24/2011,42,539.06
2155,5/20/2009,25,751.52
2156,5/20/2009,36,220.48
2157,5/20/2009,21,1259.4535
2158,03/10/2011,23,450.39
2159,03/10/2011,17,1193.1195
2160,5/18/2009,47,3596.36
2161,08/11/2009,4,16.6
2162,08/11/2009,5,25.1
2163,09/11/2010,38,553.02
2164,06/07/2012,38,437.86
2165,2/26/2011,17,155.17
2166,01/12/2012,27,145.93
2167,04/01/2012,6,2478.88
2168,02/07/2011,37,3351.55
2169,10/24/2011,30,532.11
2170,7/29/2010,32,216.79
2171,10/07/2011,41,258.13
2172,05/06/2012,37,5382.24
2173,05/06/2012,30,1035.95
2174,3/28/2012,26,233.03
2175,8/29/2012,3,18.7
2176,8/29/2012,39,140.74
2177,2/14/2011,27,304.98
2178,2/14/2011,34,104.24
2179,2/14/2011,27,198.13
2180,2/14/2011,25,4366.348
2181,04/06/2010,33,476.06
2182,12/21/2011,29,1756.11
2183,10/09/2009,10,1136.47
2184,10/09/2009,2,325.81
2185,7/30/2011,39,307.42
2186,7/30/2011,48,608.29
2187,2/16/2011,45,1009.8
2188,2/16/2011,12,29.71
2189,09/05/2012,30,4587.926
2190,09/05/2012,42,4541.924
2191,08/10/2012,26,6163.52
2192,11/09/2012,7,1278.6465
2193,11/21/2009,5,66.63
2194,1/22/2010,12,345.19
2195,7/30/2010,2,13.44
2196,7/30/2010,24,1049.49
2197,02/03/2010,41,2354.4
2198,02/03/2010,2,35.6405
2199,06/11/2011,22,127.56
2200,3/26/2012,7,81.58
2201,11/18/2012,45,13921.6
2202,11/18/2012,40,467.5
2203,04/09/2010,8,38.56
2204,9/30/2010,3,22.06
2205,1/27/2011,48,1760.35
2206,1/27/2011,37,1436.94
2207,1/27/2011,18,125.8
2208,1/27/2011,35,5797.68
2209,12/18/2011,20,941.13
2210,1/25/2011,18,693.06
2211,1/25/2011,41,4475.03
2212,9/17/2010,35,299.68
2213,12/30/2012,37,257.46
2214,07/09/2012,27,311.21
2215,4/22/2011,18,340.6885
2216,4/17/2012,37,709.91
2217,6/16/2011,44,365.24
2218,07/04/2011,18,99.36
2219,07/04/2011,49,510.15
2220,07/04/2011,27,735.09
2221,7/30/2009,7,211.7435
2222,04/12/2011,40,167.46
2223,3/20/2012,33,141.7
2224,12/19/2012,31,1772.2245
2225,3/15/2009,13,396.04
2226,11/22/2010,25,14240.76
2227,11/22/2010,38,167.41
2228,3/15/2010,11,1612.93
2229,03/02/2010,20,393.31
2230,9/15/2011,20,845.7
2231,9/15/2011,25,467
2232,9/15/2011,36,64.43
2233,11/24/2010,7,37.8
2234,11/24/2010,30,183.28
2235,9/14/2010,16,2826.9
2236,9/14/2010,37,7834.77
2237,9/14/2010,18,127.56
2238,08/07/2011,48,385.99
2239,04/02/2011,14,97.93
2240,04/02/2011,4,25.52
2241,04/02/2011,46,487.5
2242,8/24/2009,35,146.15
2243,8/24/2009,14,877.47
2244,7/21/2010,24,269.57
2245,7/21/2010,18,98.94
2246,04/10/2009,29,203.4
2247,9/17/2009,35,4186.53
2248,9/17/2009,36,6057.27
2249,04/06/2012,29,67.87
2250,04/06/2012,33,542.24
2251,04/06/2012,38,15174.95
2252,04/06/2012,45,1084.12
2253,2/22/2010,49,235.12
2254,2/22/2010,2,1814.82
2255,9/19/2012,30,318.56
2256,3/22/2010,43,1511.7
2257,10/20/2010,43,7286.65
2258,3/21/2010,15,30.38
2259,07/07/2012,30,121.19
2260,04/09/2011,21,48.01
2261,02/07/2011,42,3900.531
2262,02/07/2011,35,248.42
2263,10/18/2010,31,109.78
2264,08/04/2010,20,191.43
2265,08/04/2010,34,1234.85
2266,03/08/2012,17,105.85
2267,03/08/2012,19,179.33
2268,11/11/2012,17,378.08
2269,11/11/2012,24,731.71
2270,6/29/2009,34,285.06
2271,2/16/2009,37,311.66
2272,2/16/2009,15,9862.51
2273,12/27/2010,34,126.62
2274,11/25/2010,37,1575.14
2275,11/25/2010,16,187.78
2276,11/25/2009,7,86.29
2277,8/19/2012,46,1753.75
2278,3/24/2009,42,580.56
2279,3/29/2012,50,1507.16
2280,12/16/2011,49,371.95
2281,12/16/2011,22,96.07
2282,8/27/2010,39,3460.5625
2283,12/10/2011,32,7341.96
2284,10/19/2012,28,269.28
2285,10/28/2011,19,2536.18
2286,10/28/2011,20,38.56
2287,10/28/2011,35,764.32
2288,2/13/2012,15,136.49
2289,9/29/2010,25,205.3
2290,9/29/2010,4,125.7
2291,11/18/2010,33,2701.69
2292,11/09/2009,4,30.47
2293,10/23/2009,12,2230.97
2294,10/23/2009,25,200.77
2295,8/14/2010,13,71.57
2296,8/14/2010,32,2062.75
2297,10/18/2011,14,12805.25
2298,10/18/2011,49,1435.32
2299,9/24/2012,34,4581.54
2300,03/04/2011,50,11266.4
2301,03/04/2011,15,71.61
2302,03/04/2011,2,10.43
2303,5/25/2010,30,129.71
2304,8/13/2010,45,161.67
2305,09/10/2010,6,36.65
2306,09/10/2010,44,964.09
2307,04/05/2009,26,564.98
2308,04/05/2009,18,129.48
2309,1/28/2012,41,2380.5695
2310,2/23/2009,17,240.87
2311,2/23/2009,30,1025.02
2312,8/30/2011,28,1491.8265
2313,12/19/2010,26,141.4
2314,12/19/2010,6,303.909
2315,3/24/2010,32,6245.76
2316,5/25/2012,45,3638.27
2317,5/25/2012,37,1326.69
2318,12/12/2009,28,14475.74
2319,12/12/2009,3,306.6205
2320,11/30/2010,24,527.25
2321,05/04/2011,21,210.86
2322,2/15/2010,8,631.73
2323,4/20/2011,23,490.17
2324,4/20/2011,42,206.2
2325,7/14/2010,48,414.42
2326,2/15/2012,13,542.6
2327,9/14/2009,26,125.01
2328,09/12/2009,33,60.92
2329,09/12/2009,8,387.17
2330,05/08/2012,19,4201.47
2331,05/08/2012,17,55.66
2332,05/05/2009,47,5567.79
2333,05/05/2009,10,503.2935
2334,05/05/2009,32,796.03
2335,4/17/2011,47,1980.37
2336,4/17/2011,13,642.66
2337,5/21/2009,44,92.86
2338,6/25/2010,38,9013.58
2339,6/25/2010,26,175.42
2340,10/26/2012,16,464.695
2341,7/17/2010,29,184.77
2342,5/14/2012,32,931.08
2343,6/13/2009,29,877.97
2344,09/04/2012,38,1112.54
2345,6/27/2010,14,125.31
2346,6/27/2010,45,11277.05
2347,6/27/2010,43,110.64
2348,04/09/2009,43,4075.376
2349,2/24/2011,46,1736.53
2350,2/18/2011,28,2905.3
2351,8/17/2009,47,1982.16
2352,07/07/2012,35,870.75
2353,07/07/2012,13,43.37
2354,2/21/2010,29,61.22
2355,9/30/2010,9,52.93
2356,9/30/2010,25,145.13
2357,09/12/2009,4,345.57
2358,07/04/2009,39,916.05
2359,1/31/2012,21,787.63
2360,10/09/2011,21,1223.11
2361,02/02/2012,36,66.41
2362,02/10/2009,22,138.24
2363,5/22/2011,22,846.59
2364,9/24/2009,45,338.85
2365,9/24/2009,11,43.25
2366,01/10/2011,36,188.34
2367,01/10/2011,3,32.49
2368,01/10/2011,26,1493.858
2369,7/22/2010,18,50.15
2370,4/26/2012,40,3060.37
2371,4/26/2012,5,25.31
2372,12/21/2010,15,102.32
2373,10/03/2011,48,945.54
2374,2/16/2010,27,141.56
2375,10/06/2012,50,387.79
2376,04/10/2009,16,843.15
2377,04/10/2009,24,3978.02
2378,03/09/2010,3,23.38
2379,03/09/2010,16,139.37
2380,03/09/2010,18,1221.62
2381,7/30/2009,35,59.66
2382,7/30/2009,2,377.016
2383,7/30/2009,8,124.7
2384,12/07/2011,24,382.19
2385,12/07/2011,17,2573.92
2386,12/07/2011,40,727.64
2387,12/07/2011,16,2795.004
2388,12/07/2011,25,2564.5775
2389,1/20/2009,27,3970.33
2390,5/14/2010,39,185.69
2391,04/09/2012,27,129.06
2392,04/09/2012,43,1236.64
2393,12/03/2010,32,3234.1
2394,3/13/2011,6,428.723
2395,6/14/2010,18,55.35
2396,6/14/2010,27,700.35
2397,05/09/2010,19,36.37
2398,6/17/2010,25,187.55
2399,02/09/2010,4,47.03
2400,05/03/2011,16,112.91
2401,05/03/2011,22,180.92
2402,05/03/2011,17,31.68
2403,12/24/2012,32,1673.53
2404,12/24/2012,32,7110.24
2405,5/28/2012,6,975.5
2406,5/28/2012,32,4834.8
2407,11/19/2010,13,2084.96
2408,02/11/2009,17,1002.73
2409,11/13/2012,43,1704.58
2410,12/06/2009,44,6123.48
2411,2/14/2011,1,131.27
2412,2/14/2011,50,196.39
2413,02/06/2011,32,643.53
2414,02/06/2011,27,1217.77
2415,04/01/2010,34,800.39
2416,2/21/2012,7,271.27
2417,12/06/2009,43,2980.15
2418,12/06/2009,23,476.04
2419,6/27/2012,8,825.96
2420,5/22/2009,22,5648.69
2421,03/05/2010,32,53.34
2422,6/18/2009,31,4483.92
2423,05/07/2012,10,50.42
2424,05/07/2012,19,2980.372
2425,04/01/2012,35,154
2426,7/17/2011,6,460.71
2427,03/10/2011,29,2946.05
2428,1/26/2012,30,183.33
2429,1/26/2012,12,88.06
2430,11/27/2010,35,3337.5165
2431,11/27/2010,35,1018.402
2432,11/27/2010,47,2679.1235
2433,3/28/2009,16,2365.43
2434,12/03/2012,4,16.91
2435,12/03/2012,8,464.66
2436,02/01/2010,4,37.73
2437,02/01/2010,5,519.69
2438,11/25/2009,4,29.24
2439,09/03/2012,31,846.85
2440,3/29/2009,29,177.41
2441,3/19/2009,28,96.71
2442,3/17/2010,29,730.51
2443,01/04/2009,3,1039.56
2444,5/25/2011,48,204.15
2445,5/25/2011,13,33.11
2446,5/20/2011,34,2010.89
2447,09/07/2011,48,389.28
2448,7/21/2009,12,1244.72
2449,12/17/2011,27,137.5
2450,12/17/2011,12,5744.24
2451,12/17/2011,42,452.15
2452,11/08/2012,28,112.05
2453,06/09/2010,26,78.22
2454,06/09/2010,10,51.65
2455,03/04/2012,34,823.98
2456,12/21/2012,13,1390.17
2457,2/27/2009,39,11613.13
2458,03/10/2010,19,812.06
2459,09/12/2010,8,104.27
2460,3/24/2010,38,3922.96
2461,11/01/2011,39,261.16
2462,11/01/2011,47,155.22
2463,11/04/2010,23,1236.954
2464,12/12/2009,36,1072.36
2465,12/12/2009,39,857.84
2466,6/14/2011,9,742.84
2467,6/14/2011,14,2070.68
2468,6/14/2011,15,764.13
2469,03/07/2012,11,64.34
2470,03/07/2012,10,693.02
2471,9/23/2011,37,201.14
2472,10/22/2010,9,48.26
2473,10/22/2010,6,1718.43
2474,4/25/2012,5,43.61
2475,4/25/2012,39,343.05
2476,4/25/2012,7,44.63
2477,8/18/2009,34,5442.142
2478,04/02/2009,40,14075.99
2479,5/24/2012,6,1042.96
2480,07/04/2009,23,8413.23
2481,07/04/2009,30,105.45
2482,3/17/2011,12,451.09
2483,6/16/2012,10,55.33
2484,4/15/2012,32,2773.71
2485,4/15/2012,9,113.89
2486,3/24/2011,5,83.3
2487,05/02/2012,48,3005.74
2488,05/02/2012,41,2209.5155
2489,12/04/2011,34,670.02
2490,10/04/2010,24,523.56
2491,9/19/2009,43,112.63
2492,12/07/2009,44,3421.88
2493,8/28/2011,32,197.93
2494,8/28/2011,7,90.58
2495,3/20/2012,40,2376.7105
2496,1/22/2010,1,35.14
2497,10/22/2012,9,14665.55
2498,3/22/2009,32,4856.1
2499,2/16/2009,28,208.83
2500,2/16/2009,41,228.3
2501,07/04/2009,21,514.53
2502,07/04/2009,14,748.84
2503,07/04/2009,9,1497.93
2504,07/04/2009,14,3857.56
2505,11/25/2011,23,156.66
2506,05/11/2010,34,479.84
2507,05/11/2010,16,833.9265
2508,05/11/2010,6,182.64
2509,05/11/2010,21,736.17
2510,05/01/2010,29,2820.6995
2511,01/05/2009,43,78.08
2512,01/05/2009,29,653.54
2513,01/05/2009,48,12635.75
2514,01/05/2009,49,240.3
2515,01/05/2009,25,2750.107
2516,3/23/2009,25,106.04
2517,3/23/2009,45,452.93
2518,3/24/2009,6,101.52
2519,01/03/2010,37,294.48
2520,7/26/2009,16,88.84
2521,01/04/2011,26,61.4
2522,02/01/2012,48,362.71
2523,02/01/2012,12,2077.1875
2524,10/27/2010,14,700.95
2525,10/27/2010,41,159.74
2526,8/22/2011,50,13608.83
2527,8/22/2011,25,89.32
2528,06/07/2010,3,23.93
2529,06/07/2010,14,2027.55
2530,5/13/2012,27,5307.5
2531,5/26/2012,32,254.46
2532,5/26/2012,32,278.19
2533,5/26/2012,32,1662.33
2534,2/26/2012,38,425.91
2535,10/07/2011,21,68.53
2536,10/07/2011,39,4215.83
2537,04/11/2012,25,1610.26
2538,12/10/2012,12,505.2
2539,12/10/2012,46,562.91
2540,12/22/2009,42,200.1
2541,12/22/2009,28,120.54
2542,4/30/2012,11,1132.6
2543,7/15/2011,6,28.01
2544,02/12/2009,1,19.32
2545,12/27/2012,13,759.94
2546,8/19/2011,24,163.14
2547,02/06/2011,39,19342.84
2548,02/06/2011,7,771.783
2549,9/13/2012,41,6111.1685
2550,9/13/2012,44,113.71
2551,11/18/2010,30,695.47
2552,11/18/2010,41,152.59
2553,11/18/2010,10,365.62
2554,11/18/2010,10,575.569
2555,7/25/2010,4,29.42
2556,7/25/2010,9,46.48
2557,7/29/2012,2,9.25
2558,7/29/2012,41,573.89
2559,7/21/2009,50,1262.72
2560,7/21/2009,31,524.19
2561,12/09/2010,15,1143.88
2562,2/20/2011,3,72.63
2563,12/13/2009,22,118.56
2564,12/13/2009,45,2145.05
2565,4/24/2012,27,118.18
2566,2/23/2012,39,290.3
2567,2/23/2012,37,434.11
2568,2/23/2012,42,288.9
2569,1/22/2012,2,202.64
2570,1/22/2012,23,133.69
2571,09/04/2011,18,33.96
2572,11/22/2011,45,5181.08
2573,11/22/2011,38,10567.45
2574,11/22/2011,38,1679.04
2575,11/22/2011,2,2055.97
2576,12/23/2009,2,383.45
2577,10/23/2011,44,1102.28
2578,03/01/2009,10,866.66
2579,08/06/2012,16,109.7
2580,08/06/2012,26,80.89
2581,11/22/2009,48,1497.3175
2582,11/10/2011,35,1154.14
2583,11/10/2011,37,223.82
2584,11/10/2011,1,61.4635
2585,11/10/2011,25,122.09
2586,1/27/2009,38,6121.1985
2587,11/20/2010,44,614.34
2588,01/09/2012,39,278.902
2589,3/18/2009,19,356.4645
2590,4/13/2011,19,71.77
2591,7/21/2012,31,480.43
2592,7/15/2012,31,217.14
2593,10/10/2009,19,659.13
2594,5/22/2012,9,222.2
2595,5/22/2012,5,39.9
2596,5/23/2009,4,16.82
2597,4/16/2009,6,14535.8
2598,12/26/2009,27,652.24
2599,10/09/2010,1,361.94
2600,10/09/2010,31,1276.04
2601,10/09/2010,40,2894.68
2602,02/09/2010,15,611.68
2603,11/26/2011,13,4393.75
2604,05/04/2011,34,117.91
2605,05/04/2011,46,3644.6
2606,05/04/2011,33,3491.613
2607,06/03/2010,15,176.24
2608,8/28/2009,41,291.16
2609,10/13/2009,37,1138.43
2610,10/13/2009,50,5271.0455
2611,12/22/2009,43,2463.6
2612,7/26/2012,16,3549.9
2613,7/26/2012,8,138.24
2614,08/05/2009,44,634.12
2615,08/05/2009,32,196.84
2616,08/05/2009,16,886.89
2617,1/29/2011,12,1379.98
2618,9/21/2010,41,295.12
2619,08/03/2010,16,131.72
2620,7/25/2012,10,5056.89
2621,7/25/2012,45,3500.1
2622,1/26/2010,9,196.12
2623,1/16/2012,43,792.21
2624,6/19/2011,34,214.64
2625,06/09/2010,17,253.38
2626,11/26/2011,28,431.37
2627,11/26/2011,23,262.31
2628,11/26/2011,45,514.03
2629,11/26/2011,9,1696.7
2630,08/05/2012,18,93.02
2631,08/05/2012,42,639.84
2632,2/15/2011,29,7837.44
2633,2/15/2011,22,3653.22
2634,5/26/2011,31,413.12
2635,11/08/2009,2,141.59
2636,11/08/2009,14,2465.5015
2637,11/08/2009,50,8558.4715
2638,11/08/2009,42,236.89
2639,9/13/2012,49,162.16
2640,9/13/2012,26,15168.82
2641,10/28/2009,14,367.11
2642,06/08/2012,10,126.79
2643,06/08/2012,11,1770.2015
2644,12/02/2010,23,1196.86
2645,10/17/2012,49,1355.47
2646,9/21/2012,12,1465.29
2647,9/21/2012,24,3590.33
2648,07/12/2011,32,115.81
2649,5/22/2011,39,4647.69
2650,5/22/2011,45,2503.3265
2651,11/10/2011,21,2731.73
2652,11/10/2011,40,679.52
2653,11/10/2011,38,5176.27
2654,9/18/2009,28,739.94
2655,2/24/2009,46,14740.51
2656,2/24/2009,1,3.77
2657,3/20/2009,11,100.36
2658,3/20/2009,33,404.91
2659,5/17/2012,22,809.91
2660,5/17/2012,50,1027.66
2661,5/17/2012,30,301.38
2662,2/17/2010,31,8955.34
2663,2/17/2010,18,95.22
2664,08/02/2009,42,577.42
2665,08/02/2009,20,95.08
2666,3/17/2009,25,82.21
2667,01/09/2009,47,117.88
2668,09/02/2012,34,3130.2015
2669,04/09/2009,31,449.47
2670,04/09/2009,29,80.61
2671,04/06/2009,39,2413.53
2672,12/09/2009,41,204.99
2673,04/01/2009,23,265.31
2674,04/01/2009,15,1444.88
2675,04/01/2009,23,2287.1
2676,08/05/2010,44,786.26
2677,9/28/2010,44,18697.24
2678,9/28/2010,48,786.13
2679,6/17/2010,25,14647.26
2680,6/17/2010,10,26.11
2681,05/10/2010,50,442.31
2682,12/09/2012,4,114.83
2683,12/09/2012,23,16743.76
2684,04/09/2012,49,1534.7
2685,11/20/2009,7,2813.34
2686,11/20/2009,45,2682.8
2687,7/26/2009,50,387.03
2688,04/02/2009,17,585.47
2689,06/01/2011,11,123.34
2690,06/01/2011,23,1642.47
2691,12/02/2009,25,93.22
2692,3/15/2011,36,243.18
2693,12/20/2011,27,3853.47
2694,12/20/2011,5,28.23
2695,01/05/2012,50,4962.05
2696,01/05/2012,19,192.39
2697,10/10/2010,13,26.08
2698,04/09/2012,8,669.69
2699,7/22/2012,45,405.6
2700,9/23/2009,39,706.3925
2701,1/20/2010,24,154.99
2702,3/16/2012,32,115.78
2703,3/16/2012,13,210.22
2704,09/10/2011,2,250.7
2705,4/18/2010,10,315.42
2706,12/06/2012,38,144.03
2707,1/24/2009,23,294.68
2708,03/07/2010,43,2378.82
2709,03/07/2010,6,202.62
2710,2/27/2010,24,307.49
2711,2/14/2012,7,516.65
2712,8/16/2010,5,89.335
2713,8/16/2010,39,158.46
2714,8/16/2010,31,7180.83
2715,12/20/2009,39,5748.2
2716,12/05/2009,2,21.44
2717,6/27/2010,22,1559.7755
2718,5/13/2009,7,1203.73
2719,5/13/2009,6,75.19
2720,2/25/2011,30,8363.65
2721,06/05/2011,46,303.62
2722,3/13/2010,34,334.66
2723,9/19/2009,35,1142.36
2724,2/25/2010,14,1379.3375
2725,3/20/2011,19,1825.42
2726,11/10/2012,27,2654.16
2727,11/10/2012,15,1722.65
2728,11/29/2010,14,461.55
2729,7/14/2011,9,799.98
2730,05/12/2012,14,618.84
2731,12/28/2009,6,177.67
2732,3/15/2009,2,200.753
2733,03/01/2011,2,9.37
2734,7/13/2012,44,2277.03
2735,11/16/2011,24,39.69
2736,7/19/2012,50,8532.152
2737,09/03/2012,29,824.51
2738,9/19/2012,31,3081.471
2739,04/01/2009,1,17.62
2740,01/03/2010,19,1216.5
2741,1/24/2011,27,81.9
2742,5/17/2010,37,498.28
2743,9/23/2011,47,191.13
2744,9/15/2011,18,168.95
2745,12/21/2012,7,1043.12
2746,10/31/2009,49,87.44
2747,10/31/2009,50,1318.49
2748,01/05/2012,32,1666
2749,4/22/2009,43,945.9
2750,7/16/2011,42,71.32
2751,6/30/2010,33,750.86
2752,7/24/2009,14,215.31
2753,10/15/2010,14,157.33
2754,2/26/2009,20,125.84
2755,10/22/2012,11,114.55
2756,4/14/2009,14,1386.65
2757,09/08/2010,35,136.72
2758,9/17/2010,1,29.65
2759,08/06/2011,6,62.03
2760,06/10/2009,7,57.03
2761,8/20/2012,46,611.16
2762,3/15/2010,26,1462.1615
2763,11/01/2012,45,130.25
2764,7/26/2012,30,453.87
2765,5/15/2010,33,310.99
2766,10/28/2012,26,1514.9635
2767,5/21/2009,7,19.36
2768,09/02/2011,21,155.73
2769,10/09/2012,42,793.04
2770,12/19/2009,36,4115.74
2771,03/03/2012,26,596.156
2772,9/14/2012,18,47.4
2773,11/08/2012,31,934.87
2774,2/23/2010,46,161.28
2775,03/12/2010,29,12098.87
2776,8/23/2011,4,8.87
2777,06/11/2012,2,25.09
2778,3/16/2010,12,714.391
2779,10/04/2012,15,502.8
2780,12/05/2010,33,468.46
2781,01/06/2009,23,2357.45
2782,06/02/2009,34,817.53
2783,10/22/2009,1,55.43
2784,10/22/2010,6,1086.39
2785,02/09/2012,1,61.098
2786,11/01/2011,42,4373.8535
2787,1/13/2011,28,2860.19
2788,4/29/2009,29,2925.78
2789,08/04/2010,1,142.24
2790,4/22/2012,49,570.43
2791,4/22/2012,49,100.08
2792,2/26/2009,15,803.04
2793,01/08/2010,19,88.61
2794,9/15/2010,50,336.06
2795,9/15/2010,24,380.38
2796,06/02/2009,50,477.53
2797,06/02/2009,15,2690.7515
2798,2/25/2010,3,315.28
2799,5/23/2010,19,796.14
2800,5/23/2010,31,142.96
2801,7/25/2010,18,2389.3
2802,7/25/2010,7,222.258
2803,1/20/2011,7,128.62
2804,1/20/2011,50,424
2805,1/20/2011,5,504.79
2806,01/02/2010,9,740.2
2807,01/02/2010,23,1288.7785
2808,3/17/2011,35,43.57
2809,3/17/2011,8,31.87
2810,9/30/2009,29,1193.65
2811,5/19/2011,4,40.02
2812,04/08/2009,46,1895.55
2813,02/11/2010,1,316.61
2814,5/31/2010,20,5418.68
2815,9/22/2012,48,269.37
2816,06/02/2012,39,7338.79
2817,06/02/2012,47,12569.31
2818,12/09/2012,27,177.95
2819,6/27/2010,11,225.14
2820,02/09/2012,2,381.6
2821,8/21/2012,25,831.52
2822,8/21/2012,10,1089.87
2823,10/20/2010,14,1068.79
2824,3/24/2010,49,2012.14
2825,3/20/2009,7,150.77
2826,6/27/2012,49,295.24
2827,6/19/2012,4,481.27
2828,04/04/2012,16,226.81
2829,04/04/2012,46,511.07
2830,2/25/2010,19,428.14
2831,06/02/2012,44,2318.2135
2832,11/10/2012,16,36.23
2833,3/18/2009,16,5403.75
2834,7/14/2011,7,363.57
2835,5/13/2012,36,305.62
2836,10/18/2011,46,157.87
2837,6/24/2012,4,1660.86
2838,08/12/2012,22,9062.44
2839,08/12/2012,49,1662.57
2840,10/16/2010,3,173.33
2841,6/22/2009,23,2433.55
2842,1/31/2010,50,3872.38
2843,6/15/2009,14,78.44
2844,11/16/2011,48,257.75
2845,11/16/2011,48,5139.882
2846,12/21/2011,28,229.43
2847,6/28/2011,36,123.13
2848,8/14/2009,15,2172.515
2849,01/05/2012,28,2160.27
2850,8/23/2012,46,134.42
2851,02/05/2012,40,3028.86
2852,5/27/2009,26,149.7
2853,09/01/2010,5,284.6735
2854,08/05/2012,6,751.71
2855,7/16/2010,35,5311.973
2856,7/16/2010,19,1061.905
2857,7/16/2010,48,1631.04
2858,12/08/2011,11,183.32
2859,1/19/2009,5,98.66
2860,7/29/2012,38,123.26
2861,4/29/2010,5,2361.1
2862,12/09/2012,48,2011.46
2863,7/27/2009,31,87.32
2864,1/15/2010,33,77.55
2865,6/15/2009,50,329.91
2866,9/15/2011,8,342.27
2867,11/03/2010,1,794.58
2868,10/28/2012,41,980.95
2869,12/21/2012,45,285.91
2870,12/21/2012,48,2611.8035
2871,8/22/2012,30,128.25
2872,12/01/2010,6,141.27
2873,12/01/2010,9,16.02
2874,5/21/2011,47,202.64
2875,01/05/2012,40,453.98
2876,09/02/2012,36,5072.34
2877,1/16/2011,12,45.63
2878,09/12/2010,21,3685.38
2879,4/27/2012,21,1090.11
2880,12/31/2011,2,60.5625
2881,11/06/2010,23,67.47
2882,1/31/2011,3,315.27
2883,10/30/2011,38,465.9
2884,6/26/2010,50,742.05
2885,10/15/2010,28,10253.75
2886,03/09/2010,42,3186.77
2887,10/22/2012,36,3645.12
2888,10/31/2010,23,934.07
2889,7/29/2009,35,175.08
2890,7/26/2009,18,290.07
2891,7/26/2009,31,196.81
2892,01/11/2009,20,4531.34
2893,01/11/2009,44,574.5
2894,01/11/2009,18,262.94
2895,02/02/2011,27,462.366
2896,02/02/2011,14,336.48
2897,2/18/2011,8,69.57
2898,5/14/2009,8,45.73
2899,09/10/2010,4,58.44
2900,11/01/2012,18,122.41
2901,4/15/2010,50,2869.44
2902,12/29/2011,49,183.08
2903,9/29/2010,28,257.9
2904,2/21/2009,18,901.81
2905,5/18/2009,38,623.1265
2906,10/26/2009,27,2651.23
2907,3/24/2009,17,107.56
2908,3/24/2009,15,1386.69
2909,12/25/2010,16,6813.93
2910,4/22/2012,9,44.51
2911,11/17/2010,23,218.29
2912,12/19/2010,38,1554.21
2913,09/11/2012,7,273.42
2914,9/14/2012,19,773.83
2915,2/23/2010,37,1356.45
2916,2/23/2010,13,250.75
2917,2/23/2010,31,313.05
2918,8/23/2011,39,6888.6635
2919,7/21/2009,23,384.21
2920,6/14/2011,1,10.48
2921,10/04/2009,6,17.59
2922,8/21/2011,1,11.81
2923,8/21/2011,39,4211
2924,1/24/2011,18,89.99
2925,8/27/2009,50,343
2926,03/09/2010,28,164.22
2927,06/02/2009,17,182.47
2928,10/30/2012,18,132.78
2929,10/22/2009,45,2096.7
2930,10/19/2010,12,81.87
2931,2/21/2011,30,164.41
2932,7/16/2010,15,144.14
2933,7/16/2010,9,30.65
2934,09/12/2009,40,259.83
2935,05/11/2009,14,57.28
2936,05/11/2009,32,227.87
2937,01/03/2012,25,5859.25
2938,12/21/2011,49,26622.55
2939,12/09/2009,3,26.5
2940,10/26/2011,19,267
2941,8/31/2009,25,265.75
2942,12/18/2011,21,162.25
2943,1/17/2010,26,85.71
2944,06/06/2009,39,104.97
2945,05/08/2011,29,184.74
2946,5/19/2009,3,526.76
2947,07/02/2012,18,1769.9
2948,08/04/2010,45,615.68
2949,5/27/2011,18,126.62
2950,7/27/2011,37,111.39
2951,11/26/2011,16,54.32
2952,11/08/2012,29,2185.61
2953,04/02/2011,48,184.1
2954,01/11/2010,48,25312
2955,01/11/2010,14,2138.63
2956,2/13/2010,12,76.04
2957,12/12/2012,24,4408.27
2958,06/10/2010,30,4011.65
2959,12/28/2010,21,154.35
2960,12/28/2010,7,201.36
2961,10/16/2010,9,884.1275
2962,12/05/2009,32,21717.36
2963,3/16/2010,16,692.73
2964,11/04/2009,6,22.19
2965,6/22/2009,43,815.89
2966,9/22/2012,41,4933.99
2967,5/25/2009,23,72.93
2968,12/20/2010,42,2537.88
2969,06/01/2010,38,19269.05
2970,5/13/2009,33,1590.163
2971,12/22/2011,26,311.38
2972,11/25/2010,8,24.72
2973,01/07/2010,12,116.38
2974,12/19/2009,30,14922.16
2975,1/23/2012,1,62.77
2976,08/12/2011,36,240.14
2977,6/19/2012,40,879.54
2978,9/14/2009,4,1620.94
2979,06/05/2011,48,269.93
2980,12/23/2012,45,4547.9
2981,4/14/2009,18,4212.752
2982,3/20/2011,32,119.2
2983,11/29/2010,48,418.82
2984,2/13/2011,23,127.17
2985,2/24/2009,17,2545.89
2986,3/15/2009,17,281.84
2987,10/26/2011,26,106.03
2988,04/06/2009,29,65.16
2989,7/19/2012,33,2269.41
2990,5/13/2012,46,2514.5125
2991,6/28/2011,9,1425.21
