StatusKey,reservation_status_date,is_canceled,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,days_in_waiting_list,reservation_status,stays_in_weekend_nights,stays_in_week_nights
3698,2015-12-08,1,0,1,0,0,Canceled,2,4
3699,2015-12-08,0,0,0,0,0,Check-Out,2,0
3700,2015-12-08,0,0,0,0,0,Check-Out,2,3
3701,2015-12-08,0,0,0,0,0,Check-Out,2,1
3702,2015-12-08,0,0,0,0,0,Check-Out,1,0
3703,2015-12-08,0,0,0,0,0,Check-Out,2,5
3704,2015-12-09,1,0,3,4,31,Canceled,0,2
3705,2015-12-09,1,0,0,0,0,No-Show,1,4
3706,2015-12-09,1,0,1,0,0,Canceled,2,4
3707,2015-12-09,0,1,0,0,0,Check-Out,0,0
3708,2015-12-09,1,0,1,0,31,Canceled,1,1
3709,2015-12-09,1,0,3,4,31,Canceled,2,0
3710,2015-12-09,1,1,0,0,0,Canceled,1,4
3711,2015-12-09,1,0,1,0,0,Canceled,0,2
3712,2015-12-09,1,1,13,1,31,Canceled,1,1
3713,2015-12-09,1,0,3,4,31,Canceled,1,1
3714,2015-12-09,1,0,0,0,0,Canceled,0,2
3715,2015-12-09,1,0,11,25,31,Canceled,1,1
3716,2015-12-09,1,0,0,0,0,Canceled,1,1
3717,2015-12-09,0,1,0,0,0,Check-Out,0,1
3718,2015-12-09,0,0,0,0,0,Check-Out,1,1
3719,2015-12-09,0,0,0,0,0,Check-Out,0,1
3720,2015-12-09,0,0,0,0,0,Check-Out,2,3
3721,2015-12-09,0,0,0,0,0,Check-Out,2,2
3722,2015-12-09,0,0,0,0,0,Check-Out,2,1
3723,2015-12-09,1,1,13,1,31,Canceled,2,0
3724,2015-12-10,0,1,0,3,0,Check-Out,0,1
3725,2015-12-10,1,0,1,0,0,Canceled,0,1
3726,2015-12-10,0,0,0,0,0,Check-Out,0,2
3727,2015-12-10,0,0,0,0,69,Check-Out,0,1
3728,2015-12-10,0,0,0,0,0,Check-Out,1,2
3729,2015-12-10,1,0,1,0,0,Canceled,1,3
3730,2015-12-10,0,1,0,4,0,Check-Out,0,2
3731,2015-12-10,0,1,0,1,0,Check-Out,3,7
3732,2015-12-10,1,0,1,0,0,Canceled,2,0
3733,2015-12-10,0,0,0,2,0,Check-Out,0,1
3734,2015-12-10,1,0,0,0,0,Canceled,1,1
3735,2015-12-10,0,0,0,0,0,Check-Out,2,3
3736,2015-12-10,1,0,0,0,0,Canceled,2,6
3737,2015-12-10,0,0,0,0,0,Check-Out,2,2
3738,2015-12-10,1,0,0,0,0,Canceled,0,3
3739,2015-12-10,0,1,2,13,0,Check-Out,0,2
3740,2015-12-10,0,0,0,0,0,Check-Out,0,1
3741,2015-12-10,0,0,0,0,0,Check-Out,0,0
3742,2015-12-10,1,0,1,0,0,Canceled,1,2
3743,2015-12-10,0,1,0,1,0,Check-Out,0,1
3744,2015-12-10,0,0,0,0,0,Check-Out,2,5
3745,2015-12-10,0,0,0,0,0,Check-Out,3,7
3746,2015-12-10,1,0,1,0,0,Canceled,2,3
3747,2015-12-10,1,0,1,0,0,Canceled,2,5
3748,2015-12-10,1,0,1,0,0,Canceled,1,4
3749,2015-12-10,1,0,0,0,0,Canceled,0,4
3750,2015-12-10,1,0,0,0,0,Canceled,1,0
3751,2015-12-11,1,0,1,0,0,Canceled,0,3
3752,2015-12-11,1,0,0,0,0,No-Show,2,5
3753,2015-12-11,0,1,0,2,0,Check-Out,0,1
3754,2015-12-11,0,1,0,3,0,Check-Out,0,1
3755,2015-12-11,1,0,1,0,0,Canceled,2,2
3756,2015-12-11,0,1,0,2,0,Check-Out,0,2
3757,2015-12-11,1,0,1,0,0,Canceled,2,6
3758,2015-12-11,1,0,1,0,0,Canceled,2,4
3759,2015-12-11,0,1,0,1,0,Check-Out,0,1
3760,2015-12-11,1,0,1,0,0,Canceled,0,2
3761,2015-12-11,1,0,0,0,0,No-Show,0,2
3762,2015-12-11,0,0,0,1,0,Check-Out,0,1
3763,2015-12-11,0,1,0,6,0,Check-Out,0,1
3764,2015-12-11,0,1,0,0,0,Check-Out,0,0
3765,2015-12-11,1,1,1,0,0,Canceled,0,1
3766,2015-12-11,0,0,0,0,0,Check-Out,0,3
3767,2015-12-11,1,0,0,0,0,Canceled,2,4
3768,2015-12-11,1,0,1,0,0,Canceled,2,3
3769,2015-12-11,0,0,0,0,0,Check-Out,0,1
3770,2015-12-11,0,0,0,0,0,Check-Out,0,2
3771,2015-12-11,1,0,0,0,0,Canceled,0,2
3772,2015-12-11,1,0,0,0,0,Canceled,0,3
3773,2015-12-11,0,0,0,0,0,Check-Out,2,5
3774,2015-12-12,1,0,1,0,0,Canceled,0,3
3775,2015-12-12,0,0,0,0,0,Check-Out,2,6
3776,2015-12-12,0,0,0,0,0,Check-Out,1,4
3777,2015-12-12,0,1,2,7,0,Check-Out,0,1
3778,2015-12-12,1,0,0,0,0,Canceled,0,2
3779,2015-12-12,1,0,1,0,0,Canceled,0,2
3780,2015-12-12,1,0,1,0,0,Canceled,2,6
3781,2015-12-12,1,0,0,0,0,Canceled,2,3
3782,2015-12-12,1,0,0,0,0,No-Show,0,1
3783,2015-12-12,1,0,1,0,0,Canceled,1,4
3784,2015-12-12,0,0,0,0,0,Check-Out,2,4
3785,2015-12-12,1,0,1,0,0,Canceled,2,5
3786,2015-12-12,0,0,0,0,0,Check-Out,2,5
3787,2015-12-12,1,0,0,0,0,Canceled,2,6
3788,2015-12-12,1,1,0,0,0,Canceled,0,1
3789,2015-12-12,0,0,0,0,0,Check-Out,0,1
3790,2015-12-12,0,0,0,0,0,Check-Out,0,3
3791,2015-12-12,0,0,0,0,0,Check-Out,0,4
3792,2015-12-12,0,1,0,11,0,Check-Out,0,1
3793,2015-12-12,0,0,0,0,0,Check-Out,0,2
3794,2015-12-12,1,0,1,0,0,Canceled,0,1
3795,2015-12-13,1,0,0,0,0,Canceled,2,2
3796,2015-12-13,1,0,0,0,0,Canceled,0,4
3797,2015-12-13,0,0,0,2,0,Check-Out,0,1
3798,2015-12-13,1,0,0,0,0,Canceled,1,2
3799,2015-12-13,0,0,0,0,0,Check-Out,0,3
3800,2015-12-13,0,0,0,0,0,Check-Out,0,2
3801,2015-12-13,0,0,0,0,0,Check-Out,0,4
3802,2015-12-13,0,0,0,0,69,Check-Out,0,4
3803,2015-12-13,0,0,0,0,0,Check-Out,0,1
3804,2015-12-13,1,0,1,0,0,Canceled,1,5
3805,2015-12-14,1,0,0,0,0,Canceled,1,5
3806,2015-12-14,0,0,0,0,0,Check-Out,1,1
3807,2015-12-14,0,1,0,0,0,Check-Out,0,0
3808,2015-12-14,0,0,0,0,0,Check-Out,1,4
3809,2015-12-14,1,0,1,0,0,Canceled,1,0
3810,2015-12-14,0,0,0,0,0,Check-Out,1,0
3811,2015-12-14,1,0,1,0,42,Canceled,0,3
3812,2015-12-14,1,0,0,0,63,Canceled,0,1
3813,2015-12-14,1,0,1,0,0,Canceled,2,0
3814,2015-12-14,1,0,0,0,63,Canceled,1,4
3815,2015-12-14,1,0,0,0,0,Canceled,0,2
3816,2015-12-14,0,0,0,0,0,Check-Out,3,6
3817,2015-12-14,1,0,1,0,25,Canceled,1,2
3818,2015-12-14,0,0,0,0,0,Check-Out,1,2
3819,2015-12-14,0,0,0,0,0,Check-Out,1,3
3820,2015-12-14,1,0,1,0,0,Canceled,0,4
3821,2015-12-14,0,0,0,0,0,Check-Out,2,5
3822,2015-12-14,1,0,0,0,0,Canceled,0,1
3823,2015-12-14,1,0,1,0,40,Canceled,0,2
3824,2015-12-14,1,1,1,0,0,Canceled,0,4
3825,2015-12-14,1,0,1,0,0,Canceled,1,4
3826,2015-12-14,1,0,1,0,0,Canceled,0,2
3827,2015-12-15,1,0,0,0,0,Canceled,0,1
3828,2015-12-15,0,0,0,0,0,Check-Out,0,0
3829,2015-12-15,0,0,0,0,0,Check-Out,4,9
3830,2015-12-15,0,0,0,0,0,Check-Out,2,2
3831,2015-12-15,1,0,0,0,0,Canceled,2,5
3832,2015-12-15,1,0,0,0,0,Canceled,1,3
3833,2015-12-15,1,0,1,0,0,Canceled,0,4
3834,2015-12-15,1,0,1,0,10,Canceled,0,4
3835,2015-12-15,1,0,0,0,0,Canceled,2,3
3836,2015-12-15,1,0,0,0,0,Canceled,2,2
3837,2015-12-15,1,0,0,0,0,Canceled,0,4
3838,2015-12-15,1,0,1,0,0,Canceled,0,3
3839,2015-12-15,0,0,0,0,0,Check-Out,2,0
3840,2015-12-15,1,0,1,0,0,Canceled,0,1
3841,2015-12-15,0,0,0,0,0,Check-Out,2,1
3842,2015-12-15,0,0,0,0,0,Check-Out,1,0
3843,2015-12-15,1,0,1,0,0,Canceled,2,2
3844,2015-12-15,1,1,1,0,0,Canceled,0,1
3845,2015-12-15,0,1,0,1,0,Check-Out,2,0
3846,2015-12-16,0,0,0,0,0,Check-Out,2,1
3847,2015-12-16,0,1,0,2,0,Check-Out,0,1
3848,2015-12-16,0,0,0,0,0,Check-Out,2,2
3849,2015-12-16,0,0,0,8,0,Check-Out,0,1
3850,2015-12-16,0,0,2,3,0,Check-Out,0,1
3851,2015-12-16,1,0,0,0,0,Canceled,2,4
3852,2015-12-16,1,0,1,0,0,Canceled,0,4
3853,2015-12-16,1,0,1,0,0,Canceled,1,1
3854,2015-12-16,0,0,0,0,0,Check-Out,2,3
3855,2015-12-16,0,1,0,0,0,Check-Out,0,0
3856,2015-12-16,1,0,1,0,0,Canceled,2,3
3857,2015-12-16,1,0,1,0,0,Canceled,2,2
3858,2015-12-16,1,0,0,0,0,No-Show,0,4
3859,2015-12-16,0,0,0,0,0,Check-Out,4,10
3860,2015-12-16,0,0,0,0,0,Check-Out,0,0
3861,2015-12-16,1,0,1,0,0,Canceled,0,1
3862,2015-12-16,0,0,0,0,0,Check-Out,1,1
3863,2015-12-16,0,1,0,1,0,Check-Out,0,1
3864,2015-12-16,1,0,0,0,0,Canceled,0,2
3865,2015-12-16,1,0,0,0,0,Canceled,2,5
3866,2015-12-16,0,0,0,0,0,Check-Out,0,1
3867,2015-12-17,1,0,0,0,0,Canceled,1,3
3868,2015-12-17,0,1,1,5,0,Check-Out,0,1
3869,2015-12-17,0,0,0,0,0,Check-Out,2,5
3870,2015-12-17,0,1,0,1,0,Check-Out,0,1
3871,2015-12-17,1,0,1,0,0,Canceled,2,7
3872,2015-12-17,0,0,0,0,0,Check-Out,4,10
3873,2015-12-17,0,1,2,8,0,Check-Out,0,1
3874,2015-12-17,0,0,0,0,0,Check-Out,1,2
3875,2015-12-17,0,0,0,1,0,Check-Out,0,1
3876,2015-12-17,0,0,0,0,0,Check-Out,2,2
3877,2015-12-17,0,1,0,2,0,Check-Out,0,1
3878,2015-12-17,1,0,1,0,50,Canceled,0,4
3879,2015-12-17,1,0,0,0,0,Canceled,2,2
3880,2015-12-17,0,0,0,0,0,Check-Out,0,1
3881,2015-12-17,0,0,0,0,0,Check-Out,0,0
3882,2015-12-17,0,0,0,0,0,Check-Out,0,2
3883,2015-12-17,1,0,1,0,0,Canceled,0,3
3884,2015-12-18,1,0,1,0,17,Canceled,1,1
3885,2015-12-18,1,0,1,0,22,Canceled,2,0
3886,2015-12-18,0,0,0,3,0,Check-Out,0,3
3887,2015-12-18,0,0,0,0,0,Check-Out,0,2
3888,2015-12-18,0,0,1,2,0,Check-Out,0,1
3889,2015-12-18,1,0,0,0,0,Canceled,0,3
3890,2015-12-18,0,0,0,0,0,Check-Out,0,3
3891,2015-12-18,0,0,0,0,0,Check-Out,2,4
3892,2015-12-18,1,1,1,0,0,Canceled,2,5
3893,2015-12-18,0,0,0,1,0,Check-Out,0,1
3894,2015-12-18,1,0,1,0,0,Canceled,0,2
3895,2015-12-18,1,0,1,0,44,Canceled,0,3
3896,2015-12-18,1,0,1,0,44,Canceled,2,1
3897,2015-12-18,1,0,1,0,0,Canceled,0,1
3898,2015-12-18,1,0,1,0,46,Canceled,0,3
3899,2015-12-18,1,0,1,0,44,Canceled,1,2
3900,2015-12-18,1,0,0,0,0,Canceled,4,10
3901,2015-12-18,1,0,1,0,42,Canceled,2,4
3902,2015-12-18,0,0,0,0,0,Check-Out,0,1
3903,2015-12-18,1,0,6,0,44,Canceled,0,3
3904,2015-12-18,1,0,1,0,41,Canceled,0,1
3905,2015-12-18,0,0,0,0,0,Check-Out,1,3
3906,2015-12-18,1,0,0,0,0,Canceled,2,3
3907,2015-12-18,0,1,0,1,0,Check-Out,0,1
3908,2015-12-18,0,0,0,0,0,Check-Out,0,0
3909,2015-12-18,1,0,0,0,0,Canceled,1,2
3910,2015-12-19,0,1,2,14,0,Check-Out,0,4
3911,2015-12-19,0,1,0,1,0,Check-Out,0,2
3912,2015-12-19,0,1,0,4,0,Check-Out,0,2
3913,2015-12-19,0,0,0,1,0,Check-Out,0,2
3914,2015-12-19,1,0,0,0,0,Canceled,1,3
3915,2015-12-19,1,0,0,0,0,Canceled,0,4
3916,2015-12-19,1,0,0,0,0,Canceled,0,2
3917,2015-12-19,0,0,0,0,0,Check-Out,0,3
3918,2015-12-19,1,0,0,0,0,Canceled,0,3
3919,2015-12-19,0,1,0,5,0,Check-Out,0,2
3920,2015-12-19,1,0,0,0,0,No-Show,2,2
3921,2015-12-19,0,0,0,0,0,Check-Out,2,5
3922,2015-12-19,1,0,0,0,0,Canceled,1,2
3923,2015-12-19,0,1,0,1,0,Check-Out,0,1
3924,2015-12-19,0,0,0,0,0,Check-Out,0,2
3925,2015-12-19,0,1,0,7,0,Check-Out,0,1
3926,2015-12-19,0,0,0,0,0,Check-Out,0,1
3927,2015-12-19,0,0,0,0,0,Check-Out,1,4
3928,2015-12-19,0,0,0,0,0,Check-Out,0,4
3929,2015-12-20,0,0,0,0,0,Check-Out,1,5
3930,2015-12-20,0,0,0,0,0,Check-Out,0,5
3931,2015-12-20,1,0,0,0,0,Canceled,0,1
3932,2015-12-20,1,0,0,0,0,Canceled,0,4
3933,2015-12-20,1,0,0,0,0,Canceled,1,2
3934,2015-12-20,1,0,0,0,0,Canceled,0,3
3935,2015-12-20,1,0,1,0,0,Canceled,2,1
3936,2015-12-20,0,0,0,0,0,Check-Out,0,2
3937,2015-12-20,1,0,0,0,0,Canceled,0,2
3938,2015-12-20,1,0,0,0,0,Canceled,2,1
3939,2015-12-20,0,0,0,0,0,Check-Out,0,4
3940,2015-12-20,0,0,0,0,0,Check-Out,0,1
3941,2015-12-20,0,0,0,0,0,Check-Out,0,3
3942,2015-12-20,0,0,0,0,0,Check-Out,2,5
3943,2015-12-21,1,0,1,0,0,Canceled,0,3
3944,2015-12-21,1,0,0,0,122,Canceled,0,4
3945,2015-12-21,1,0,1,0,0,Canceled,8,22
3946,2015-12-21,1,0,1,0,0,Canceled,2,9
3947,2015-12-21,1,0,0,0,0,Canceled,1,3
3948,2015-12-21,1,0,0,0,0,Canceled,2,4
3949,2015-12-21,1,0,1,0,0,Canceled,2,5
3950,2015-12-21,0,0,0,0,0,Check-Out,1,3
3951,2015-12-21,1,0,0,0,0,Canceled,2,2
3952,2015-12-21,0,0,0,0,0,Check-Out,1,1
3953,2015-12-21,0,0,0,0,0,Check-Out,1,2
3954,2015-12-21,0,0,0,0,0,Check-Out,1,0
3955,2015-12-21,0,0,0,0,0,Check-Out,2,5
3956,2015-12-21,1,0,1,0,0,Canceled,0,1
3957,2015-12-22,0,0,0,0,0,Check-Out,2,5
3958,2015-12-22,1,0,0,0,0,Canceled,2,4
3959,2015-12-22,0,1,0,2,0,Check-Out,1,0
3960,2015-12-22,0,0,0,0,0,Check-Out,0,0
3961,2015-12-22,1,0,0,0,0,Canceled,1,2
3962,2015-12-22,1,0,0,0,0,Canceled,2,5
3963,2015-12-22,0,0,0,0,0,Check-Out,6,13
3964,2015-12-22,0,0,0,0,0,Check-Out,2,2
3965,2015-12-22,0,0,0,0,0,Check-Out,2,0
3966,2015-12-22,0,0,0,0,0,Check-Out,2,3
3967,2015-12-22,1,0,0,0,0,Canceled,0,2
3968,2015-12-22,0,1,0,3,0,Check-Out,1,0
3969,2015-12-22,1,0,0,0,0,Canceled,0,1
3970,2015-12-22,0,0,0,0,0,Check-Out,2,4
3971,2015-12-22,0,0,0,0,0,Check-Out,2,1
3972,2015-12-22,1,0,0,0,0,Canceled,2,2
3973,2015-12-22,1,0,1,0,0,Canceled,0,1
3974,2015-12-22,0,0,0,0,0,Check-Out,1,0
3975,2015-12-22,1,0,0,0,0,Canceled,1,4
3976,2015-12-23,1,0,0,0,0,Canceled,0,1
3977,2015-12-23,0,1,0,2,0,Check-Out,0,1
3978,2015-12-23,1,0,0,0,111,Canceled,0,3
3979,2015-12-23,0,1,0,1,0,Check-Out,0,1
3980,2015-12-23,1,1,11,0,0,Canceled,0,1
3981,2015-12-23,0,0,0,4,0,Check-Out,1,1
3982,2015-12-23,1,0,1,0,41,Canceled,0,3
3983,2015-12-23,0,0,0,9,0,Check-Out,0,1
3984,2015-12-23,0,0,0,0,0,Check-Out,2,7
3985,2015-12-23,1,0,1,0,9,Canceled,2,5
3986,2015-12-23,1,0,1,0,0,Canceled,0,1
3987,2015-12-23,1,0,0,0,0,Canceled,2,5
3988,2015-12-23,1,0,0,0,0,Canceled,0,2
3989,2015-12-23,0,0,0,0,0,Check-Out,0,0
3990,2015-12-23,0,1,0,3,0,Check-Out,1,1
3991,2015-12-23,1,0,0,0,0,Canceled,1,2
3992,2015-12-23,0,0,1,2,0,Check-Out,0,1
3993,2015-12-23,0,0,0,0,0,Check-Out,1,1
3994,2015-12-23,1,0,1,0,0,Canceled,2,5
3995,2015-12-23,0,0,0,0,0,Check-Out,2,2
3996,2015-12-23,0,0,0,0,0,Check-Out,2,1
3997,2015-12-23,0,0,0,0,0,Check-Out,2,3
3998,2015-12-23,0,1,0,0,0,Check-Out,0,0
3999,2015-12-23,0,0,0,0,0,Check-Out,0,1
4000,2015-12-23,1,0,1,0,56,Canceled,1,2
4001,2015-12-23,1,0,1,0,0,Canceled,1,0
4002,2015-12-23,1,0,0,0,0,No-Show,0,0
4003,2015-12-23,1,0,1,0,0,Canceled,0,3
4004,2015-12-24,1,0,1,0,0,Canceled,0,4
4005,2015-12-24,0,0,0,0,0,Check-Out,0,1
4006,2015-12-24,1,0,0,0,0,No-Show,0,3
4007,2015-12-24,0,0,0,0,0,Check-Out,0,2
4008,2015-12-24,0,1,0,0,0,Check-Out,0,0
4009,2015-12-24,0,0,0,0,0,Check-Out,1,2
4010,2015-12-24,0,0,0,0,0,Check-Out,2,2
4011,2015-12-24,1,0,1,0,0,Canceled,0,1
4012,2015-12-24,0,0,0,0,0,Check-Out,2,3
4013,2015-12-25,0,1,0,0,0,Check-Out,0,0
4014,2015-12-25,0,0,0,0,0,Check-Out,0,3
4015,2015-12-25,0,0,0,0,0,Check-Out,0,2
4016,2015-12-25,1,0,0,0,0,Canceled,1,4
4017,2015-12-25,1,0,0,0,0,Canceled,2,4
4018,2015-12-25,0,0,0,0,0,Check-Out,1,3
4019,2015-12-25,1,0,1,0,0,Canceled,2,1
4020,2015-12-25,1,0,0,0,0,Canceled,0,5
4021,2015-12-25,1,0,0,0,0,Canceled,4,8
4022,2015-12-25,1,0,0,0,0,Canceled,0,1
4023,2015-12-25,1,0,0,0,0,No-Show,0,1
4024,2015-12-25,1,0,0,0,0,Canceled,0,3
4025,2015-12-25,1,0,0,0,0,No-Show,2,3
4026,2015-12-25,1,0,0,0,0,Canceled,2,5
4027,2015-12-25,0,0,0,0,0,Check-Out,0,0
4028,2015-12-25,0,0,0,0,0,Check-Out,0,1
4029,2015-12-26,1,0,0,0,0,Canceled,2,4
4030,2015-12-26,1,0,0,0,0,Canceled,1,3
4031,2015-12-26,1,0,0,0,0,Canceled,0,5
4032,2015-12-26,1,0,0,0,0,Canceled,2,8
4033,2015-12-26,1,0,0,0,0,Canceled,1,4
4034,2015-12-26,1,0,0,0,0,Canceled,2,1
4035,2015-12-26,1,0,1,0,0,Canceled,2,6
4036,2015-12-26,1,0,0,0,0,Canceled,0,4
4037,2015-12-26,1,0,0,0,0,Canceled,0,3
4038,2015-12-26,1,0,1,0,0,Canceled,0,3
4039,2015-12-26,0,1,0,1,0,Check-Out,0,3
4040,2015-12-26,1,0,0,0,0,Canceled,4,9
4041,2015-12-26,0,0,0,0,0,Check-Out,4,10
4042,2015-12-26,1,1,1,0,0,Canceled,0,3
4043,2015-12-26,0,0,0,0,0,Check-Out,1,4
4044,2015-12-26,1,0,0,0,0,No-Show,2,4
4045,2015-12-26,1,0,0,0,0,Canceled,3,10
4046,2015-12-26,0,0,0,0,0,Check-Out,0,1
4047,2015-12-26,1,0,1,0,0,Canceled,2,5
4048,2015-12-26,1,0,0,0,0,Canceled,0,2
4049,2015-12-26,0,0,0,0,0,Check-Out,2,4
4050,2015-12-26,0,0,0,0,0,Check-Out,0,2
4051,2015-12-26,1,0,0,0,0,Canceled,2,5
4052,2015-12-26,0,0,0,0,0,Check-Out,2,5
4053,2015-12-26,1,0,0,0,0,Canceled,4,6
4054,2015-12-26,0,0,0,0,0,Check-Out,2,7
4055,2015-12-26,1,0,0,0,0,Canceled,0,1
4056,2015-12-26,1,0,0,0,0,Canceled,1,2
4057,2015-12-26,0,0,0,0,0,Check-Out,0,3
4058,2015-12-26,0,0,0,0,0,Check-Out,0,4
4059,2015-12-27,1,0,0,0,0,Canceled,1,4
4060,2015-12-27,0,0,0,0,0,Check-Out,1,5
4061,2015-12-27,1,0,0,0,0,Canceled,1,1
4062,2015-12-27,0,0,0,0,0,Check-Out,2,5
4063,2015-12-27,1,0,0,0,0,Canceled,0,3
4064,2015-12-27,1,0,0,0,0,No-Show,2,1
4065,2015-12-27,0,0,0,0,0,Check-Out,0,5
4066,2015-12-27,0,0,0,0,0,Check-Out,2,8
4067,2015-12-27,0,0,0,0,0,Check-Out,0,3
4068,2015-12-27,1,0,0,0,0,No-Show,2,4
4069,2015-12-27,0,0,0,0,0,Check-Out,0,2
4070,2015-12-27,0,0,0,0,0,Check-Out,0,4
4071,2015-12-27,1,0,0,0,0,No-Show,2,0
4072,2015-12-27,1,0,0,0,0,Canceled,0,2
4073,2015-12-27,0,0,0,0,0,Check-Out,0,1
4074,2015-12-27,1,0,0,0,0,Canceled,1,3
4075,2015-12-28,0,0,0,0,0,Check-Out,1,5
4076,2015-12-28,0,0,0,0,0,Check-Out,3,9
4077,2015-12-28,1,0,0,0,0,Canceled,2,5
4078,2015-12-28,1,1,0,0,0,Canceled,1,2
4079,2015-12-28,1,1,1,0,0,Canceled,1,2
4080,2015-12-28,1,0,1,0,0,Canceled,0,1
4081,2015-12-28,0,1,0,0,0,Check-Out,0,0
4082,2015-12-28,1,0,0,0,0,Canceled,0,3
4083,2015-12-28,0,0,0,0,0,Check-Out,1,2
4084,2015-12-28,1,0,0,0,0,Canceled,2,1
4085,2015-12-28,1,0,0,0,0,Canceled,2,0
4086,2015-12-28,0,1,0,1,0,Check-Out,1,0
4087,2015-12-28,0,0,0,0,0,Check-Out,1,3
4088,2015-12-28,0,0,0,0,0,Check-Out,2,5
4089,2015-12-28,0,0,0,0,0,Check-Out,0,0
4090,2015-12-28,0,0,0,0,0,Check-Out,1,0
4091,2015-12-28,0,0,0,0,0,Check-Out,1,1
4092,2015-12-28,0,0,0,0,0,Check-Out,1,4
4093,2015-12-28,1,0,0,0,0,Canceled,2,3
4094,2015-12-28,1,0,0,0,0,Canceled,1,4
4095,2015-12-28,1,0,0,0,0,Canceled,1,3
4096,2015-12-28,1,0,0,0,0,Canceled,1,1
4097,2015-12-28,1,0,0,0,0,Canceled,0,2
4098,2015-12-29,1,0,1,0,0,Canceled,1,1
4099,2015-12-29,0,0,0,0,0,Check-Out,1,0
4100,2015-12-29,0,1,0,5,0,Check-Out,2,0
4101,2015-12-29,0,0,0,0,0,Check-Out,2,4
4102,2015-12-29,1,0,0,0,0,Canceled,0,4
4103,2015-12-29,1,0,0,0,0,Canceled,2,2
4104,2015-12-29,1,0,0,0,0,Canceled,0,2
4105,2015-12-29,0,1,0,1,0,Check-Out,1,0
4106,2015-12-29,0,1,1,6,0,Check-Out,1,0
4107,2015-12-29,1,0,0,0,0,Canceled,8,20
4108,2015-12-29,0,0,0,0,0,Check-Out,4,10
4109,2015-12-29,0,0,0,1,0,Check-Out,2,0
4110,2015-12-29,1,0,0,0,0,Canceled,2,7
4111,2015-12-29,1,0,0,0,0,Canceled,0,3
4112,2015-12-29,1,1,0,0,0,Canceled,0,2
4113,2015-12-29,0,0,0,0,0,Check-Out,2,5
4114,2015-12-29,0,0,0,0,0,Check-Out,2,2
4115,2015-12-29,0,0,0,0,0,Check-Out,2,3
4116,2015-12-29,0,0,0,0,0,Check-Out,2,1
4117,2015-12-29,1,0,1,0,0,Canceled,2,1
4118,2015-12-29,0,0,0,0,0,Check-Out,2,0
4119,2015-12-29,1,0,0,0,0,No-Show,0,5
4120,2015-12-29,1,0,1,0,0,Canceled,0,2
4121,2015-12-29,1,0,0,0,0,Canceled,2,1
4122,2015-12-29,1,0,1,0,28,Canceled,0,2
4123,2015-12-29,1,0,1,0,0,Canceled,0,1
4124,2015-12-29,0,0,0,0,0,Check-Out,3,5
4125,2015-12-29,1,0,1,0,0,Canceled,0,3
4126,2015-12-30,0,1,0,3,0,Check-Out,2,1
4127,2015-12-30,1,1,0,1,0,No-Show,0,3
4128,2015-12-30,1,0,0,0,0,Canceled,2,1
4129,2015-12-30,0,0,0,0,0,Check-Out,4,6
4130,2015-12-30,0,0,0,0,0,Check-Out,2,4
4131,2015-12-30,0,1,0,2,0,Check-Out,0,1
4132,2015-12-30,0,0,0,0,0,Check-Out,0,0
4133,2015-12-30,0,0,0,0,0,Check-Out,2,5
4134,2015-12-30,1,0,0,0,0,Canceled,1,2
4135,2015-12-30,0,0,0,0,0,Check-Out,1,1
4136,2015-12-30,0,0,0,0,0,Check-Out,0,1
4137,2015-12-30,1,0,0,0,0,Canceled,0,4
4138,2015-12-30,0,0,0,0,0,Check-Out,2,2
4139,2015-12-30,1,0,0,0,0,Canceled,2,5
4140,2015-12-30,0,0,0,0,0,Check-Out,2,3
4141,2015-12-30,1,0,0,0,0,Canceled,2,7
4142,2015-12-30,1,0,0,0,0,Canceled,1,4
4143,2015-12-30,1,0,0,0,0,No-Show,1,4
4144,2015-12-30,0,0,0,0,0,Check-Out,2,1
4145,2015-12-30,1,0,0,0,0,Canceled,1,3
4146,2015-12-30,0,1,0,1,0,Check-Out,0,1
4147,2015-12-31,1,0,0,0,0,Canceled,3,7
4148,2015-12-31,1,0,0,0,0,Canceled,2,2
4149,2015-12-31,0,0,0,0,0,Check-Out,2,6
4150,2015-12-31,1,0,0,0,0,Canceled,4,10
4151,2015-12-31,1,0,0,0,0,Canceled,0,4
4152,2015-12-31,0,0,0,0,0,Check-Out,8,21
4153,2015-12-31,1,0,0,0,0,Canceled,0,1
4154,2015-12-31,1,0,0,0,0,Canceled,2,1
4155,2015-12-31,1,0,0,0,0,Canceled,2,3
4156,2015-12-31,0,0,0,0,0,Check-Out,2,3
4157,2015-12-31,0,0,0,0,0,Check-Out,2,5
4158,2015-12-31,1,0,0,0,0,Canceled,6,12
4159,2015-12-31,0,0,0,0,0,Check-Out,0,2
4160,2015-12-31,1,0,0,0,0,Canceled,1,2
4161,2015-12-31,1,0,0,0,0,Canceled,0,5
4162,2015-12-31,0,0,0,0,0,Check-Out,2,2
4163,2015-12-31,0,0,0,0,0,Check-Out,1,2
4164,2015-12-31,0,0,0,0,0,Check-Out,0,1
4165,2016-01-01,0,0,0,1,0,Check-Out,0,3
4166,2016-01-01,0,0,0,0,99,Check-Out,0,3
4167,2016-01-01,1,0,0,0,0,Canceled,2,1
4168,2016-01-01,1,0,0,0,0,Canceled,2,3
