HotelKey,reservation_status_date,hotel,country
4429,2016-02-17,Resort Hotel,NOR
4430,2016-02-17,Resort Hotel,FRA
4431,2016-02-17,City Hotel,USA
4432,2016-02-17,Resort Hotel,GBR
4433,2016-02-17,Resort Hotel,CHN
4434,2016-02-17,City Hotel,ITA
4435,2016-02-17,City Hotel,ESP
4436,2016-02-17,City Hotel,ROU
4437,2016-02-17,City Hotel,KWT
4438,2016-02-17,City Hotel,TUR
4439,2016-02-17,City Hotel,HUN
4440,2016-02-17,City Hotel,NLD
4441,2016-02-17,City Hotel,IRL
4442,2016-02-17,Resort Hotel,PRT
4443,2016-02-17,City Hotel,HND
4444,2016-02-17,City Hotel,CHN
4445,2016-02-17,City Hotel,FRA
4446,2016-02-17,City Hotel,BGR
4447,2016-02-17,City Hotel,PRT
4448,2016-02-17,City Hotel,GBR
4449,2016-02-17,City Hotel,POL
4450,2016-02-17,Resort Hotel,POL
4451,2016-02-17,City Hotel,CHE
4452,2016-02-17,City Hotel,URY
4453,2016-02-17,City Hotel,DEU
4454,2016-02-18,City Hotel,DEU
4455,2016-02-18,Resort Hotel,
4456,2016-02-18,City Hotel,ITA
4457,2016-02-18,Resort Hotel,DEU
4458,2016-02-18,Resort Hotel,CHN
4459,2016-02-18,City Hotel,IRL
4460,2016-02-18,Resort Hotel,NLD
4461,2016-02-18,City Hotel,AUT
4462,2016-02-18,City Hotel,USA
4463,2016-02-18,City Hotel,ARG
4464,2016-02-18,City Hotel,MEX
4465,2016-02-18,City Hotel,LUX
4466,2016-02-18,City Hotel,CHN
4467,2016-02-18,Resort Hotel,FRA
4468,2016-02-18,City Hotel,NLD
4469,2016-02-18,Resort Hotel,FIN
4470,2016-02-18,City Hotel,MOZ
4471,2016-02-18,Resort Hotel,PRT
4472,2016-02-18,City Hotel,HRV
4473,2016-02-18,City Hotel,GBR
4474,2016-02-18,Resort Hotel,AUT
4475,2016-02-18,Resort Hotel,ESP
4476,2016-02-18,City Hotel,ESP
4477,2016-02-18,City Hotel,POL
4478,2016-02-18,City Hotel,PRT
4479,2016-02-18,City Hotel,BRA
4480,2016-02-18,City Hotel,BEL
4481,2016-02-18,City Hotel,FRA
4482,2016-02-18,Resort Hotel,GBR
4483,2016-02-19,City Hotel,IRL
4484,2016-02-19,City Hotel,ITA
4485,2016-02-19,City Hotel,POL
4486,2016-02-19,Resort Hotel,GBR
4487,2016-02-19,Resort Hotel,DEU
4488,2016-02-19,Resort Hotel,BEL
4489,2016-02-19,Resort Hotel,RUS
4490,2016-02-19,Resort Hotel,FRA
4491,2016-02-19,Resort Hotel,ARG
4492,2016-02-19,City Hotel,DNK
4493,2016-02-19,Resort Hotel,ESP
4494,2016-02-19,City Hotel,BRA
4495,2016-02-19,City Hotel,PRT
4496,2016-02-19,City Hotel,AUT
4497,2016-02-19,City Hotel,CHE
4498,2016-02-19,City Hotel,FRA
4499,2016-02-19,City Hotel,GBR
4500,2016-02-19,City Hotel,DEU
4501,2016-02-19,City Hotel,ESP
4502,2016-02-19,Resort Hotel,PRT
4503,2016-02-19,City Hotel,JOR
4504,2016-02-19,City Hotel,CHL
4505,2016-02-19,City Hotel,MAR
4506,2016-02-19,City Hotel,CHN
4507,2016-02-19,City Hotel,BEL
4508,2016-02-20,City Hotel,ZAF
4509,2016-02-20,City Hotel,ITA
4510,2016-02-20,City Hotel,CZE
4511,2016-02-20,City Hotel,POL
4512,2016-02-20,City Hotel,ARG
4513,2016-02-20,City Hotel,USA
4514,2016-02-20,Resort Hotel,HUN
4515,2016-02-20,City Hotel,SWE
4516,2016-02-20,City Hotel,MAR
4517,2016-02-20,City Hotel,RUS
4518,2016-02-20,City Hotel,BEL
4519,2016-02-20,City Hotel,BRA
4520,2016-02-20,Resort Hotel,OMN
4521,2016-02-20,Resort Hotel,AUT
4522,2016-02-20,City Hotel,DEU
4523,2016-02-20,City Hotel,PRT
4524,2016-02-20,Resort Hotel,ITA
4525,2016-02-20,Resort Hotel,FIN
4526,2016-02-20,Resort Hotel,DEU
4527,2016-02-20,City Hotel,FRA
4528,2016-02-20,City Hotel,ESP
4529,2016-02-20,Resort Hotel,PRT
4530,2016-02-20,City Hotel,GBR
4531,2016-02-20,Resort Hotel,GBR
4532,2016-02-20,Resort Hotel,FRA
4533,2016-02-20,City Hotel,ISR
4534,2016-02-21,City Hotel,HUN
4535,2016-02-21,City Hotel,CHE
4536,2016-02-21,City Hotel,ESP
4537,2016-02-21,City Hotel,BRA
4538,2016-02-21,City Hotel,DEU
4539,2016-02-21,City Hotel,BEL
4540,2016-02-21,City Hotel,THA
4541,2016-02-21,City Hotel,POL
4542,2016-02-21,City Hotel,ITA
4543,2016-02-21,City Hotel,GBR
4544,2016-02-21,City Hotel,TUR
4545,2016-02-21,City Hotel,AGO
4546,2016-02-21,City Hotel,USA
4547,2016-02-21,City Hotel,NLD
4548,2016-02-21,Resort Hotel,BRA
4549,2016-02-21,City Hotel,JPN
4550,2016-02-21,City Hotel,PRT
4551,2016-02-21,Resort Hotel,USA
4552,2016-02-21,Resort Hotel,PRT
4553,2016-02-21,Resort Hotel,SUR
4554,2016-02-21,Resort Hotel,DEU
4555,2016-02-21,Resort Hotel,GBR
4556,2016-02-21,Resort Hotel,ESP
4557,2016-02-21,Resort Hotel,CHE
4558,2016-02-21,Resort Hotel,FRA
4559,2016-02-21,Resort Hotel,NLD
4560,2016-02-21,Resort Hotel,SWE
4561,2016-02-21,Resort Hotel,MEX
4562,2016-02-21,City Hotel,FRA
4563,2016-02-22,City Hotel,IND
4564,2016-02-22,Resort Hotel,PRT
4565,2016-02-22,Resort Hotel,GBR
4566,2016-02-22,City Hotel,NOR
4567,2016-02-22,City Hotel,IRL
4568,2016-02-22,City Hotel,AUT
4569,2016-02-22,City Hotel,USA
4570,2016-02-22,City Hotel,ECU
4571,2016-02-22,City Hotel,JPN
4572,2016-02-22,Resort Hotel,ESP
4573,2016-02-22,City Hotel,NLD
4574,2016-02-22,City Hotel,PRT
4575,2016-02-22,City Hotel,ESP
4576,2016-02-22,City Hotel,LUX
4577,2016-02-22,City Hotel,DNK
4578,2016-02-22,City Hotel,FRA
4579,2016-02-22,City Hotel,ITA
4580,2016-02-22,City Hotel,CHE
4581,2016-02-22,City Hotel,DEU
4582,2016-02-22,City Hotel,AGO
4583,2016-02-22,City Hotel,BRA
4584,2016-02-22,City Hotel,GBR
4585,2016-02-23,City Hotel,NLD
4586,2016-02-23,City Hotel,CHE
4587,2016-02-23,City Hotel,DEU
4588,2016-02-23,City Hotel,AUT
4589,2016-02-23,City Hotel,JPN
4590,2016-02-23,City Hotel,SAU
4591,2016-02-23,City Hotel,HRV
4592,2016-02-23,City Hotel,ESP
4593,2016-02-23,Resort Hotel,IRL
4594,2016-02-23,City Hotel,ROU
4595,2016-02-23,City Hotel,CHN
4596,2016-02-23,City Hotel,CHL
4597,2016-02-23,City Hotel,FRA
4598,2016-02-23,City Hotel,ITA
4599,2016-02-23,City Hotel,RUS
4600,2016-02-23,City Hotel,BEL
4601,2016-02-23,Resort Hotel,GBR
4602,2016-02-23,Resort Hotel,DEU
4603,2016-02-23,City Hotel,IRL
4604,2016-02-23,Resort Hotel,ESP
4605,2016-02-23,City Hotel,PRT
4606,2016-02-23,Resort Hotel,PRT
4607,2016-02-23,City Hotel,GBR
4608,2016-02-23,City Hotel,FIN
4609,2016-02-24,City Hotel,ITA
4610,2016-02-24,City Hotel,ARE
4611,2016-02-24,City Hotel,AGO
4612,2016-02-24,Resort Hotel,GBR
4613,2016-02-24,City Hotel,ISR
4614,2016-02-24,Resort Hotel,FRA
4615,2016-02-24,Resort Hotel,BRA
4616,2016-02-24,Resort Hotel,POL
4617,2016-02-24,Resort Hotel,USA
4618,2016-02-24,Resort Hotel,DEU
4619,2016-02-24,City Hotel,DEU
4620,2016-02-24,City Hotel,FRA
4621,2016-02-24,Resort Hotel,PRT
4622,2016-02-24,Resort Hotel,ESP
4623,2016-02-24,City Hotel,PRT
4624,2016-02-24,City Hotel,AUT
4625,2016-02-24,City Hotel,NLD
4626,2016-02-24,City Hotel,ESP
4627,2016-02-24,City Hotel,GBR
4628,2016-02-24,City Hotel,BEL
4629,2016-02-24,City Hotel,AUS
4630,2016-02-24,City Hotel,IRL
4631,2016-02-24,City Hotel,CHN
4632,2016-02-25,Resort Hotel,ESP
4633,2016-02-25,Resort Hotel,IRL
4634,2016-02-25,Resort Hotel,GBR
4635,2016-02-25,Resort Hotel,FIN
4636,2016-02-25,Resort Hotel,CN
4637,2016-02-25,City Hotel,AUS
4638,2016-02-25,Resort Hotel,FRA
4639,2016-02-25,City Hotel,TUR
4640,2016-02-25,City Hotel,CHN
4641,2016-02-25,City Hotel,CZE
4642,2016-02-25,City Hotel,USA
4643,2016-02-25,Resort Hotel,
4644,2016-02-25,Resort Hotel,ARG
4645,2016-02-25,City Hotel,NLD
4646,2016-02-25,City Hotel,AGO
4647,2016-02-25,City Hotel,BEL
4648,2016-02-25,City Hotel,POL
4649,2016-02-25,City Hotel,ITA
4650,2016-02-25,City Hotel,ESP
4651,2016-02-25,City Hotel,GBR
4652,2016-02-25,City Hotel,PRT
4653,2016-02-25,Resort Hotel,PRT
4654,2016-02-25,City Hotel,DEU
4655,2016-02-25,City Hotel,CHE
4656,2016-02-25,City Hotel,BRA
4657,2016-02-25,City Hotel,FRA
4658,2016-02-25,City Hotel,LUX
4659,2016-02-25,City Hotel,FIN
4660,2016-02-25,City Hotel,CN
4661,2016-02-25,City Hotel,IRL
4662,2016-02-26,City Hotel,NLD
4663,2016-02-26,City Hotel,DNK
4664,2016-02-26,City Hotel,HUN
4665,2016-02-26,City Hotel,CN
4666,2016-02-26,City Hotel,CHE
4667,2016-02-26,Resort Hotel,NLD
4668,2016-02-26,City Hotel,ESP
4669,2016-02-26,City Hotel,COL
4670,2016-02-26,Resort Hotel,IRL
4671,2016-02-26,City Hotel,GBR
4672,2016-02-26,City Hotel,BGR
4673,2016-02-26,City Hotel,AGO
4674,2016-02-26,City Hotel,IRL
4675,2016-02-26,Resort Hotel,ESP
4676,2016-02-26,City Hotel,BRA
4677,2016-02-26,Resort Hotel,PRT
4678,2016-02-26,City Hotel,ITA
4679,2016-02-26,City Hotel,TUR
4680,2016-02-26,City Hotel,PRT
4681,2016-02-26,City Hotel,USA
4682,2016-02-26,Resort Hotel,FRA
4683,2016-02-26,City Hotel,FRA
4684,2016-02-26,Resort Hotel,
4685,2016-02-26,Resort Hotel,GBR
4686,2016-02-26,City Hotel,SVN
4687,2016-02-26,City Hotel,DEU
4688,2016-02-27,City Hotel,CN
4689,2016-02-27,City Hotel,NLD
4690,2016-02-27,Resort Hotel,CHE
4691,2016-02-27,Resort Hotel,ESP
4692,2016-02-27,City Hotel,SAU
4693,2016-02-27,City Hotel,CHE
4694,2016-02-27,Resort Hotel,FRA
4695,2016-02-27,Resort Hotel,DEU
4696,2016-02-27,Resort Hotel,GBR
4697,2016-02-27,Resort Hotel,BEL
4698,2016-02-27,City Hotel,ITA
4699,2016-02-27,City Hotel,BRA
4700,2016-02-27,City Hotel,NGA
4701,2016-02-27,City Hotel,MAR
4702,2016-02-27,City Hotel,TUR
4703,2016-02-27,City Hotel,ESP
4704,2016-02-27,City Hotel,PRT
4705,2016-02-27,City Hotel,IRL
4706,2016-02-27,Resort Hotel,PRT
4707,2016-02-27,City Hotel,SWE
4708,2016-02-27,City Hotel,FIN
4709,2016-02-27,City Hotel,GBR
4710,2016-02-27,City Hotel,DEU
4711,2016-02-27,City Hotel,CHN
4712,2016-02-27,City Hotel,RUS
4713,2016-02-27,City Hotel,FRA
4714,2016-02-28,Resort Hotel,CHN
4715,2016-02-28,City Hotel,HRV
4716,2016-02-28,City Hotel,NOR
4717,2016-02-28,City Hotel,RUS
4718,2016-02-28,Resort Hotel,ESP
4719,2016-02-28,City Hotel,GBR
4720,2016-02-28,Resort Hotel,FRA
4721,2016-02-28,Resort Hotel,NLD
4722,2016-02-28,City Hotel,CHN
4723,2016-02-28,City Hotel,BRA
4724,2016-02-28,City Hotel,IRL
4725,2016-02-28,City Hotel,LBN
4726,2016-02-28,City Hotel,NGA
4727,2016-02-28,City Hotel,ITA
4728,2016-02-28,City Hotel,PRT
4729,2016-02-28,City Hotel,DEU
4730,2016-02-28,Resort Hotel,GBR
4731,2016-02-28,City Hotel,MCO
4732,2016-02-28,City Hotel,ESP
4733,2016-02-28,City Hotel,BEL
4734,2016-02-28,Resort Hotel,PRT
4735,2016-02-28,City Hotel,NLD
4736,2016-02-28,City Hotel,FRA
4737,2016-02-28,City Hotel,USA
4738,2016-02-28,City Hotel,CN
4739,2016-02-29,City Hotel,BEL
4740,2016-02-29,City Hotel,AUT
4741,2016-02-29,City Hotel,IRL
4742,2016-02-29,Resort Hotel,BRA
4743,2016-02-29,Resort Hotel,JAM
4744,2016-02-29,City Hotel,ESP
4745,2016-02-29,City Hotel,RUS
4746,2016-02-29,City Hotel,MAR
4747,2016-02-29,Resort Hotel,NLD
4748,2016-02-29,Resort Hotel,FRA
4749,2016-02-29,City Hotel,USA
4750,2016-02-29,City Hotel,DEU
4751,2016-02-29,Resort Hotel,GBR
4752,2016-02-29,City Hotel,BRA
4753,2016-02-29,City Hotel,CHE
4754,2016-02-29,City Hotel,NLD
4755,2016-02-29,City Hotel,PRT
4756,2016-02-29,City Hotel,ITA
4757,2016-02-29,Resort Hotel,ESP
4758,2016-02-29,Resort Hotel,IRL
4759,2016-02-29,City Hotel,GBR
4760,2016-02-29,Resort Hotel,PRT
4761,2016-02-29,City Hotel,FRA
4762,2016-03-01,City Hotel,POL
4763,2016-03-01,City Hotel,CHN
4764,2016-03-01,City Hotel,GBR
4765,2016-03-01,City Hotel,PAN
4766,2016-03-01,City Hotel,DEU
4767,2016-03-01,City Hotel,ZAF
4768,2016-03-01,Resort Hotel,ESP
4769,2016-03-01,Resort Hotel,IRL
4770,2016-03-01,City Hotel,NLD
4771,2016-03-01,City Hotel,ISR
4772,2016-03-01,City Hotel,USA
4773,2016-03-01,City Hotel,DNK
4774,2016-03-01,City Hotel,AGO
4775,2016-03-01,Resort Hotel,PRT
4776,2016-03-01,City Hotel,BRA
4777,2016-03-01,City Hotel,FRA
4778,2016-03-01,City Hotel,ITA
4779,2016-03-01,City Hotel,NOR
4780,2016-03-01,Resort Hotel,FRA
4781,2016-03-01,City Hotel,ESP
4782,2016-03-01,City Hotel,PRT
4783,2016-03-01,Resort Hotel,GBR
4784,2016-03-02,City Hotel,LBY
4785,2016-03-02,City Hotel,NLD
4786,2016-03-02,City Hotel,BRA
4787,2016-03-02,City Hotel,ROU
4788,2016-03-02,City Hotel,DNK
4789,2016-03-02,City Hotel,EGY
4790,2016-03-02,Resort Hotel,IRL
4791,2016-03-02,City Hotel,CHN
4792,2016-03-02,City Hotel,GNB
4793,2016-03-02,Resort Hotel,
4794,2016-03-02,City Hotel,KOR
4795,2016-03-02,Resort Hotel,AUS
4796,2016-03-02,City Hotel,IRL
4797,2016-03-02,City Hotel,AZE
4798,2016-03-02,City Hotel,COL
4799,2016-03-02,City Hotel,POL
4800,2016-03-02,City Hotel,IRN
4801,2016-03-02,Resort Hotel,ESP
4802,2016-03-02,City Hotel,SWE
4803,2016-03-02,Resort Hotel,FRA
4804,2016-03-02,City Hotel,PRT
4805,2016-03-02,Resort Hotel,PRT
4806,2016-03-02,City Hotel,GBR
4807,2016-03-02,Resort Hotel,RUS
4808,2016-03-02,City Hotel,AUT
4809,2016-03-02,City Hotel,FRA
4810,2016-03-02,City Hotel,ESP
4811,2016-03-02,Resort Hotel,DEU
4812,2016-03-02,City Hotel,ITA
4813,2016-03-02,Resort Hotel,BEL
4814,2016-03-02,City Hotel,DZA
4815,2016-03-02,City Hotel,MOZ
4816,2016-03-02,City Hotel,USA
4817,2016-03-02,City Hotel,GRC
4818,2016-03-02,City Hotel,DEU
4819,2016-03-02,City Hotel,VEN
4820,2016-03-03,City Hotel,FRA
4821,2016-03-03,City Hotel,CN
4822,2016-03-03,Resort Hotel,NLD
4823,2016-03-03,Resort Hotel,ESP
4824,2016-03-03,Resort Hotel,
4825,2016-03-03,City Hotel,ITA
4826,2016-03-03,Resort Hotel,FRA
4827,2016-03-03,City Hotel,LBY
4828,2016-03-03,City Hotel,EGY
4829,2016-03-03,City Hotel,MOZ
4830,2016-03-03,City Hotel,POL
4831,2016-03-03,Resort Hotel,FIN
4832,2016-03-03,City Hotel,IRL
4833,2016-03-03,Resort Hotel,IRL
4834,2016-03-03,Resort Hotel,PRT
4835,2016-03-03,City Hotel,IRN
4836,2016-03-03,City Hotel,GBR
4837,2016-03-03,City Hotel,DEU
4838,2016-03-03,City Hotel,PRT
4839,2016-03-03,City Hotel,CHE
4840,2016-03-03,City Hotel,AUS
4841,2016-03-03,Resort Hotel,CHL
4842,2016-03-03,City Hotel,MAR
4843,2016-03-03,City Hotel,ESP
4844,2016-03-03,Resort Hotel,BRA
4845,2016-03-03,Resort Hotel,GBR
4846,2016-03-03,City Hotel,NGA
4847,2016-03-04,City Hotel,GEO
4848,2016-03-04,City Hotel,TUR
4849,2016-03-04,City Hotel,UKR
4850,2016-03-04,City Hotel,GBR
4851,2016-03-04,Resort Hotel,ESP
4852,2016-03-04,Resort Hotel,ITA
4853,2016-03-04,City Hotel,LBY
4854,2016-03-04,City Hotel,DNK
4855,2016-03-04,City Hotel,CHN
4856,2016-03-04,City Hotel,AUT
4857,2016-03-04,City Hotel,MAR
4858,2016-03-04,City Hotel,FIN
4859,2016-03-04,City Hotel,IRL
4860,2016-03-04,City Hotel,KOR
4861,2016-03-04,Resort Hotel,FRA
4862,2016-03-04,City Hotel,DEU
4863,2016-03-04,City Hotel,ISR
4864,2016-03-04,City Hotel,DZA
4865,2016-03-04,Resort Hotel,PRT
4866,2016-03-04,Resort Hotel,GBR
4867,2016-03-04,Resort Hotel,NLD
4868,2016-03-04,City Hotel,USA
4869,2016-03-04,Resort Hotel,IRL
4870,2016-03-04,Resort Hotel,DEU
4871,2016-03-04,City Hotel,FRA
4872,2016-03-04,City Hotel,ITA
4873,2016-03-04,City Hotel,PRT
4874,2016-03-04,City Hotel,CHE
4875,2016-03-04,Resort Hotel,CN
4876,2016-03-04,City Hotel,NLD
4877,2016-03-04,City Hotel,RUS
4878,2016-03-04,City Hotel,BRA
4879,2016-03-04,City Hotel,ESP
4880,2016-03-05,City Hotel,GBR
4881,2016-03-05,City Hotel,MAR
4882,2016-03-05,City Hotel,BEL
4883,2016-03-05,Resort Hotel,SWE
4884,2016-03-05,Resort Hotel,DEU
4885,2016-03-05,City Hotel,AGO
4886,2016-03-05,Resort Hotel,IRL
4887,2016-03-05,City Hotel,PAK
4888,2016-03-05,Resort Hotel,NOR
4889,2016-03-05,Resort Hotel,CN
4890,2016-03-05,City Hotel,DEU
4891,2016-03-05,Resort Hotel,GBR
4892,2016-03-05,Resort Hotel,ESP
4893,2016-03-05,City Hotel,CN
4894,2016-03-05,Resort Hotel,FIN
4895,2016-03-05,City Hotel,ROU
4896,2016-03-05,City Hotel,ITA
4897,2016-03-05,City Hotel,FRA
4898,2016-03-05,City Hotel,PRT
4899,2016-03-05,City Hotel,BRA
4900,2016-03-05,City Hotel,SVN
4901,2016-03-05,City Hotel,SWE
4902,2016-03-05,City Hotel,ESP
4903,2016-03-05,City Hotel,CHE
4904,2016-03-05,City Hotel,CZE
4905,2016-03-05,City Hotel,USA
4906,2016-03-05,Resort Hotel,PRT
4907,2016-03-06,Resort Hotel,NLD
4908,2016-03-06,City Hotel,GNB
4909,2016-03-06,City Hotel,POL
4910,2016-03-06,Resort Hotel,CHN
4911,2016-03-06,Resort Hotel,DEU
4912,2016-03-06,City Hotel,USA
4913,2016-03-06,Resort Hotel,AUT
4914,2016-03-06,Resort Hotel,
4915,2016-03-06,City Hotel,BRA
4916,2016-03-06,City Hotel,FIN
4917,2016-03-06,City Hotel,JPN
4918,2016-03-06,City Hotel,MAR
4919,2016-03-06,City Hotel,BGR
4920,2016-03-06,City Hotel,AUT
4921,2016-03-06,Resort Hotel,CN
4922,2016-03-06,Resort Hotel,IRL
4923,2016-03-06,City Hotel,ROU
4924,2016-03-06,City Hotel,BEL
4925,2016-03-06,City Hotel,CN
4926,2016-03-06,City Hotel,PRT
4927,2016-03-06,City Hotel,GBR
4928,2016-03-06,City Hotel,COL
4929,2016-03-06,City Hotel,FRA
4930,2016-03-06,City Hotel,CHE
4931,2016-03-06,City Hotel,ESP
4932,2016-03-06,Resort Hotel,ESP
4933,2016-03-06,City Hotel,MOZ
4934,2016-03-06,City Hotel,DEU
4935,2016-03-06,Resort Hotel,GBR
4936,2016-03-06,City Hotel,HUN
4937,2016-03-06,City Hotel,ITA
4938,2016-03-06,Resort Hotel,PRT
4939,2016-03-07,City Hotel,GNB
4940,2016-03-07,City Hotel,ITA
4941,2016-03-07,Resort Hotel,ESP
4942,2016-03-07,City Hotel,MAR
4943,2016-03-07,City Hotel,GEO
4944,2016-03-07,Resort Hotel,DNK
4945,2016-03-07,Resort Hotel,DEU
4946,2016-03-07,City Hotel,POL
4947,2016-03-07,City Hotel,JPN
4948,2016-03-07,City Hotel,FIN
4949,2016-03-07,Resort Hotel,GBR
4950,2016-03-07,City Hotel,AGO
4951,2016-03-07,City Hotel,CHN
4952,2016-03-07,City Hotel,RUS
4953,2016-03-07,City Hotel,ESP
4954,2016-03-07,City Hotel,BEL
4955,2016-03-07,City Hotel,IRL
4956,2016-03-07,City Hotel,NLD
4957,2016-03-07,City Hotel,GBR
4958,2016-03-07,City Hotel,BRA
4959,2016-03-07,Resort Hotel,PRT
4960,2016-03-07,City Hotel,ARG
4961,2016-03-07,City Hotel,PRT
4962,2016-03-07,City Hotel,DEU
4963,2016-03-07,City Hotel,FRA
4964,2016-03-08,City Hotel,FIN
4965,2016-03-08,City Hotel,SWE
4966,2016-03-08,City Hotel,POL
4967,2016-03-08,City Hotel,CN
4968,2016-03-08,City Hotel,BEL
4969,2016-03-08,City Hotel,BRA
4970,2016-03-08,City Hotel,IRL
4971,2016-03-08,Resort Hotel,NLD
4972,2016-03-08,Resort Hotel,FRA
4973,2016-03-08,City Hotel,NLD
4974,2016-03-08,City Hotel,GRC
4975,2016-03-08,City Hotel,TUR
4976,2016-03-08,City Hotel,USA
4977,2016-03-08,City Hotel,DZA
4978,2016-03-08,City Hotel,RUS
4979,2016-03-08,Resort Hotel,PRT
4980,2016-03-08,Resort Hotel,IRL
4981,2016-03-08,City Hotel,DEU
4982,2016-03-08,City Hotel,PRT
4983,2016-03-08,Resort Hotel,DEU
4984,2016-03-08,Resort Hotel,GBR
4985,2016-03-08,City Hotel,ITA
4986,2016-03-08,City Hotel,GBR
4987,2016-03-08,Resort Hotel,ESP
4988,2016-03-08,City Hotel,CHE
4989,2016-03-08,City Hotel,FRA
4990,2016-03-08,City Hotel,ESP
4991,2016-03-09,City Hotel,GRC
4992,2016-03-09,City Hotel,MAR
4993,2016-03-09,City Hotel,DNK
4994,2016-03-09,City Hotel,TUR
4995,2016-03-09,City Hotel,ITA
4996,2016-03-09,Resort Hotel,
4997,2016-03-09,City Hotel,BRA
4998,2016-03-09,City Hotel,TUN
4999,2016-03-09,City Hotel,BEL
5000,2016-03-09,City Hotel,TWN
5001,2016-03-09,City Hotel,ZAF
5002,2016-03-09,Resort Hotel,ESP
5003,2016-03-09,Resort Hotel,NOR
5004,2016-03-09,City Hotel,ROU
5005,2016-03-09,Resort Hotel,UGA
5006,2016-03-09,Resort Hotel,AUT
5007,2016-03-09,City Hotel,FIN
5008,2016-03-09,City Hotel,DEU
5009,2016-03-09,City Hotel,CHE
5010,2016-03-09,City Hotel,PRT
5011,2016-03-09,City Hotel,ESP
5012,2016-03-09,City Hotel,NLD
5013,2016-03-09,City Hotel,FRA
5014,2016-03-09,City Hotel,MOZ
5015,2016-03-09,City Hotel,HRV
5016,2016-03-09,Resort Hotel,PRT
5017,2016-03-09,City Hotel,AGO
5018,2016-03-09,City Hotel,CN
5019,2016-03-09,City Hotel,GBR
5020,2016-03-09,City Hotel,AZE
5021,2016-03-09,Resort Hotel,CHE
5022,2016-03-09,Resort Hotel,GBR
5023,2016-03-09,Resort Hotel,IRL
5024,2016-03-09,Resort Hotel,FIN
5025,2016-03-09,Resort Hotel,ITA
5026,2016-03-09,City Hotel,IRL
5027,2016-03-09,Resort Hotel,DEU
5028,2016-03-10,City Hotel,USA
5029,2016-03-10,City Hotel,GBR
5030,2016-03-10,City Hotel,PRT
5031,2016-03-10,City Hotel,AUT
5032,2016-03-10,City Hotel,COL
5033,2016-03-10,City Hotel,CZE
5034,2016-03-10,City Hotel,TUR
5035,2016-03-10,City Hotel,IRL
5036,2016-03-10,Resort Hotel,IRL
5037,2016-03-10,City Hotel,CHE
5038,2016-03-10,City Hotel,AGO
5039,2016-03-10,Resort Hotel,
5040,2016-03-10,Resort Hotel,TUN
5041,2016-03-10,City Hotel,ESP
5042,2016-03-10,City Hotel,GNB
5043,2016-03-10,Resort Hotel,GBR
5044,2016-03-10,City Hotel,NLD
5045,2016-03-10,Resort Hotel,PRT
5046,2016-03-10,City Hotel,FRA
5047,2016-03-10,City Hotel,RWA
5048,2016-03-10,City Hotel,ITA
5049,2016-03-10,Resort Hotel,BRA
5050,2016-03-10,City Hotel,DEU
5051,2016-03-10,City Hotel,SWE
5052,2016-03-10,City Hotel,CHN
5053,2016-03-10,Resort Hotel,DEU
5054,2016-03-10,Resort Hotel,FRA
5055,2016-03-10,Resort Hotel,CN
5056,2016-03-10,Resort Hotel,ESP
5057,2016-03-11,Resort Hotel,
5058,2016-03-11,City Hotel,ITA
5059,2016-03-11,City Hotel,DZA
5060,2016-03-11,City Hotel,NLD
5061,2016-03-11,City Hotel,CHL
5062,2016-03-11,City Hotel,SWE
5063,2016-03-11,City Hotel,HUN
5064,2016-03-11,City Hotel,ARM
5065,2016-03-11,City Hotel,ESP
5066,2016-03-11,City Hotel,MAR
5067,2016-03-11,City Hotel,BRA
5068,2016-03-11,City Hotel,IND
5069,2016-03-11,City Hotel,USA
5070,2016-03-11,Resort Hotel,DEU
5071,2016-03-11,City Hotel,CHN
5072,2016-03-11,City Hotel,GBR
5073,2016-03-11,Resort Hotel,GBR
5074,2016-03-11,City Hotel,PRT
5075,2016-03-11,Resort Hotel,FIN
5076,2016-03-11,Resort Hotel,FRA
5077,2016-03-11,City Hotel,CHE
5078,2016-03-11,City Hotel,IRL
5079,2016-03-11,City Hotel,FRA
5080,2016-03-11,City Hotel,HKG
5081,2016-03-11,Resort Hotel,ESP
5082,2016-03-11,City Hotel,DEU
5083,2016-03-11,Resort Hotel,NLD
5084,2016-03-11,Resort Hotel,PRT
5085,2016-03-12,Resort Hotel,IRL
5086,2016-03-12,City Hotel,COL
5087,2016-03-12,City Hotel,RUS
5088,2016-03-12,City Hotel,FIN
5089,2016-03-12,Resort Hotel,GBR
5090,2016-03-12,City Hotel,NLD
5091,2016-03-12,Resort Hotel,CHE
5092,2016-03-12,Resort Hotel,DEU
5093,2016-03-12,Resort Hotel,ESP
5094,2016-03-12,Resort Hotel,CUB
5095,2016-03-12,Resort Hotel,THA
5096,2016-03-12,City Hotel,SWE
5097,2016-03-12,Resort Hotel,FRA
5098,2016-03-12,City Hotel,DEU
5099,2016-03-12,Resort Hotel,PRT
5100,2016-03-12,City Hotel,PRT
5101,2016-03-12,City Hotel,BEL
5102,2016-03-12,City Hotel,USA
5103,2016-03-12,City Hotel,CHE
5104,2016-03-12,City Hotel,FRA
5105,2016-03-12,City Hotel,NZL
5106,2016-03-12,City Hotel,GBR
5107,2016-03-12,City Hotel,ITA
5108,2016-03-12,Resort Hotel,NLD
5109,2016-03-12,Resort Hotel,FIN
5110,2016-03-12,City Hotel,BRA
