DateKey,reservation_status_date,arrival_date_month,Day,Week,Month,Quarter,Year
1244,2016-01-30,August,30,4,1,1,2016
1245,2016-01-30,May,30,4,1,1,2016
1246,2016-01-30,January,30,4,1,1,2016
1247,2016-01-30,March,30,4,1,1,2016
1248,2016-01-31,January,31,4,1,1,2016
1249,2016-01-31,February,31,4,1,1,2016
1250,2016-01-31,August,31,4,1,1,2016
1251,2016-01-31,March,31,4,1,1,2016
1252,2016-01-31,July,31,4,1,1,2016
1253,2016-01-31,May,31,4,1,1,2016
1254,2016-02-01,July,1,5,2,1,2016
1255,2016-02-01,June,1,5,2,1,2016
1256,2016-02-01,May,1,5,2,1,2016
1257,2016-02-01,October,1,5,2,1,2016
1258,2016-02-01,November,1,5,2,1,2016
1259,2016-02-01,February,1,5,2,1,2016
1260,2016-02-01,January,1,5,2,1,2016
1261,2016-02-01,March,1,5,2,1,2016
1262,2016-02-01,September,1,5,2,1,2016
1263,2016-02-01,April,1,5,2,1,2016
1264,2016-02-02,June,2,5,2,1,2016
1265,2016-02-02,April,2,5,2,1,2016
1266,2016-02-02,May,2,5,2,1,2016
1267,2016-02-02,August,2,5,2,1,2016
1268,2016-02-02,March,2,5,2,1,2016
1269,2016-02-02,February,2,5,2,1,2016
1270,2016-02-02,July,2,5,2,1,2016
1271,2016-02-02,January,2,5,2,1,2016
1272,2016-02-03,February,3,5,2,1,2016
1273,2016-02-03,March,3,5,2,1,2016
1274,2016-02-03,January,3,5,2,1,2016
1275,2016-02-03,June,3,5,2,1,2016
1276,2016-02-03,September,3,5,2,1,2016
1277,2016-02-03,August,3,5,2,1,2016
1278,2016-02-03,April,3,5,2,1,2016
1279,2016-02-03,May,3,5,2,1,2016
1280,2016-02-03,July,3,5,2,1,2016
1281,2016-02-04,August,4,5,2,1,2016
1282,2016-02-04,September,4,5,2,1,2016
1283,2016-02-04,July,4,5,2,1,2016
1284,2016-02-04,May,4,5,2,1,2016
1285,2016-02-04,June,4,5,2,1,2016
1286,2016-02-04,April,4,5,2,1,2016
1287,2016-02-04,January,4,5,2,1,2016
1288,2016-02-04,February,4,5,2,1,2016
1289,2016-02-04,March,4,5,2,1,2016
1290,2016-02-05,May,5,5,2,1,2016
1291,2016-02-05,June,5,5,2,1,2016
1292,2016-02-05,September,5,5,2,1,2016
1293,2016-02-05,July,5,5,2,1,2016
1294,2016-02-05,August,5,5,2,1,2016
1295,2016-02-05,March,5,5,2,1,2016
1296,2016-02-05,February,5,5,2,1,2016
1297,2016-02-05,April,5,5,2,1,2016
1298,2016-02-06,January,6,5,2,1,2016
1299,2016-02-06,February,6,5,2,1,2016
1300,2016-02-06,July,6,5,2,1,2016
1301,2016-02-06,May,6,5,2,1,2016
1302,2016-02-06,August,6,5,2,1,2016
1303,2016-02-06,June,6,5,2,1,2016
1304,2016-02-06,April,6,5,2,1,2016
1305,2016-02-07,September,7,5,2,1,2016
1306,2016-02-07,April,7,5,2,1,2016
1307,2016-02-07,January,7,5,2,1,2016
1308,2016-02-07,March,7,5,2,1,2016
1309,2016-02-07,August,7,5,2,1,2016
1310,2016-02-07,May,7,5,2,1,2016
1311,2016-02-07,February,7,5,2,1,2016
1312,2016-02-07,July,7,5,2,1,2016
1313,2016-02-08,February,8,6,2,1,2016
1314,2016-02-08,July,8,6,2,1,2016
1315,2016-02-08,March,8,6,2,1,2016
1316,2016-02-08,April,8,6,2,1,2016
1317,2016-02-08,May,8,6,2,1,2016
1318,2016-02-08,June,8,6,2,1,2016
1319,2016-02-09,July,9,6,2,1,2016
1320,2016-02-09,April,9,6,2,1,2016
1321,2016-02-09,June,9,6,2,1,2016
1322,2016-02-09,March,9,6,2,1,2016
1323,2016-02-09,August,9,6,2,1,2016
1324,2016-02-09,May,9,6,2,1,2016
1325,2016-02-09,January,9,6,2,1,2016
1326,2016-02-09,September,9,6,2,1,2016
1327,2016-02-09,February,9,6,2,1,2016
1328,2016-02-09,October,9,6,2,1,2016
1329,2016-02-10,July,10,6,2,1,2016
1330,2016-02-10,August,10,6,2,1,2016
1331,2016-02-10,April,10,6,2,1,2016
1332,2016-02-10,June,10,6,2,1,2016
1333,2016-02-10,January,10,6,2,1,2016
1334,2016-02-10,March,10,6,2,1,2016
1335,2016-02-10,February,10,6,2,1,2016
1336,2016-02-10,May,10,6,2,1,2016
1337,2016-02-11,January,11,6,2,1,2016
1338,2016-02-11,February,11,6,2,1,2016
1339,2016-02-11,August,11,6,2,1,2016
1340,2016-02-11,July,11,6,2,1,2016
1341,2016-02-11,March,11,6,2,1,2016
1342,2016-02-11,April,11,6,2,1,2016
1343,2016-02-11,May,11,6,2,1,2016
1344,2016-02-12,May,12,6,2,1,2016
1345,2016-02-12,August,12,6,2,1,2016
1346,2016-02-12,April,12,6,2,1,2016
1347,2016-02-12,March,12,6,2,1,2016
1348,2016-02-12,July,12,6,2,1,2016
1349,2016-02-12,September,12,6,2,1,2016
1350,2016-02-12,October,12,6,2,1,2016
1351,2016-02-12,June,12,6,2,1,2016
1352,2016-02-12,February,12,6,2,1,2016
1353,2016-02-13,July,13,6,2,1,2016
1354,2016-02-13,March,13,6,2,1,2016
1355,2016-02-13,June,13,6,2,1,2016
1356,2016-02-13,May,13,6,2,1,2016
1357,2016-02-13,February,13,6,2,1,2016
1358,2016-02-13,August,13,6,2,1,2016
1359,2016-02-13,April,13,6,2,1,2016
1360,2016-02-13,January,13,6,2,1,2016
1361,2016-02-13,December,13,6,2,1,2016
1362,2016-02-14,August,14,6,2,1,2016
1363,2016-02-14,September,14,6,2,1,2016
1364,2016-02-14,May,14,6,2,1,2016
1365,2016-02-14,June,14,6,2,1,2016
1366,2016-02-14,April,14,6,2,1,2016
1367,2016-02-14,January,14,6,2,1,2016
1368,2016-02-14,February,14,6,2,1,2016
1369,2016-02-14,March,14,6,2,1,2016
1370,2016-02-15,May,15,7,2,1,2016
1371,2016-02-15,June,15,7,2,1,2016
1372,2016-02-15,July,15,7,2,1,2016
1373,2016-02-15,March,15,7,2,1,2016
1374,2016-02-15,August,15,7,2,1,2016
1375,2016-02-15,February,15,7,2,1,2016
1376,2016-02-15,September,15,7,2,1,2016
1377,2016-02-15,April,15,7,2,1,2016
1378,2016-02-16,December,16,7,2,1,2016
1379,2016-02-16,February,16,7,2,1,2016
1380,2016-02-16,July,16,7,2,1,2016
1381,2016-02-16,June,16,7,2,1,2016
1382,2016-02-16,March,16,7,2,1,2016
1383,2016-02-16,April,16,7,2,1,2016
1384,2016-02-16,May,16,7,2,1,2016
1385,2016-02-16,August,16,7,2,1,2016
1386,2016-02-16,October,16,7,2,1,2016
1387,2016-02-17,August,17,7,2,1,2016
1388,2016-02-17,April,17,7,2,1,2016
1389,2016-02-17,July,17,7,2,1,2016
1390,2016-02-17,February,17,7,2,1,2016
1391,2016-02-17,May,17,7,2,1,2016
1392,2016-02-17,March,17,7,2,1,2016
1393,2016-02-17,October,17,7,2,1,2016
1394,2016-02-18,April,18,7,2,1,2016
1395,2016-02-18,August,18,7,2,1,2016
1396,2016-02-18,September,18,7,2,1,2016
1397,2016-02-18,June,18,7,2,1,2016
1398,2016-02-18,July,18,7,2,1,2016
1399,2016-02-18,March,18,7,2,1,2016
1400,2016-02-18,February,18,7,2,1,2016
1401,2016-02-18,May,18,7,2,1,2016
1402,2016-02-19,February,19,7,2,1,2016
1403,2016-02-19,March,19,7,2,1,2016
1404,2016-02-19,July,19,7,2,1,2016
1405,2016-02-19,August,19,7,2,1,2016
1406,2016-02-19,June,19,7,2,1,2016
1407,2016-02-19,April,19,7,2,1,2016
1408,2016-02-20,August,20,7,2,1,2016
1409,2016-02-20,September,20,7,2,1,2016
1410,2016-02-20,May,20,7,2,1,2016
1411,2016-02-20,April,20,7,2,1,2016
1412,2016-02-20,February,20,7,2,1,2016
1413,2016-02-20,March,20,7,2,1,2016
1414,2016-02-20,July,20,7,2,1,2016
1415,2016-02-20,June,20,7,2,1,2016
1416,2016-02-21,February,21,7,2,1,2016
1417,2016-02-21,March,21,7,2,1,2016
1418,2016-02-21,April,21,7,2,1,2016
1419,2016-02-21,June,21,7,2,1,2016
1420,2016-02-21,August,21,7,2,1,2016
1421,2016-02-21,September,21,7,2,1,2016
1422,2016-02-22,September,22,8,2,1,2016
1423,2016-02-22,May,22,8,2,1,2016
1424,2016-02-22,October,22,8,2,1,2016
1425,2016-02-22,June,22,8,2,1,2016
1426,2016-02-22,April,22,8,2,1,2016
1427,2016-02-22,December,22,8,2,1,2016
1428,2016-02-22,August,22,8,2,1,2016
1429,2016-02-22,July,22,8,2,1,2016
1430,2016-02-22,March,22,8,2,1,2016
1431,2016-02-22,February,22,8,2,1,2016
1432,2016-02-23,June,23,8,2,1,2016
1433,2016-02-23,July,23,8,2,1,2016
1434,2016-02-23,October,23,8,2,1,2016
1435,2016-02-23,August,23,8,2,1,2016
1436,2016-02-23,September,23,8,2,1,2016
1437,2016-02-23,March,23,8,2,1,2016
1438,2016-02-23,February,23,8,2,1,2016
1439,2016-02-23,May,23,8,2,1,2016
1440,2016-02-23,April,23,8,2,1,2016
1441,2016-02-24,November,24,8,2,1,2016
1442,2016-02-24,September,24,8,2,1,2016
1443,2016-02-24,June,24,8,2,1,2016
1444,2016-02-24,August,24,8,2,1,2016
1445,2016-02-24,April,24,8,2,1,2016
1446,2016-02-24,October,24,8,2,1,2016
1447,2016-02-24,March,24,8,2,1,2016
1448,2016-02-24,May,24,8,2,1,2016
1449,2016-02-24,February,24,8,2,1,2016
1450,2016-02-24,July,24,8,2,1,2016
1451,2016-02-25,February,25,8,2,1,2016
1452,2016-02-25,March,25,8,2,1,2016
1453,2016-02-25,June,25,8,2,1,2016
1454,2016-02-25,July,25,8,2,1,2016
1455,2016-02-25,May,25,8,2,1,2016
1456,2016-02-25,December,25,8,2,1,2016
1457,2016-02-25,April,25,8,2,1,2016
1458,2016-02-25,August,25,8,2,1,2016
1459,2016-02-25,September,25,8,2,1,2016
1460,2016-02-26,May,26,8,2,1,2016
1461,2016-02-26,July,26,8,2,1,2016
1462,2016-02-26,October,26,8,2,1,2016
1463,2016-02-26,April,26,8,2,1,2016
1464,2016-02-26,February,26,8,2,1,2016
1465,2016-02-26,March,26,8,2,1,2016
1466,2016-02-26,August,26,8,2,1,2016
1467,2016-02-27,February,27,8,2,1,2016
1468,2016-02-27,June,27,8,2,1,2016
1469,2016-02-27,September,27,8,2,1,2016
1470,2016-02-27,May,27,8,2,1,2016
1471,2016-02-27,July,27,8,2,1,2016
1472,2016-02-27,October,27,8,2,1,2016
1473,2016-02-27,April,27,8,2,1,2016
1474,2016-02-27,March,27,8,2,1,2016
1475,2016-02-27,August,27,8,2,1,2016
1476,2016-02-28,November,28,8,2,1,2016
1477,2016-02-28,July,28,8,2,1,2016
1478,2016-02-28,April,28,8,2,1,2016
1479,2016-02-28,March,28,8,2,1,2016
1480,2016-02-28,August,28,8,2,1,2016
1481,2016-02-28,February,28,8,2,1,2016
1482,2016-02-29,February,29,9,2,1,2016
1483,2016-02-29,March,29,9,2,1,2016
1484,2016-02-29,June,29,9,2,1,2016
1485,2016-02-29,August,29,9,2,1,2016
1486,2016-02-29,April,29,9,2,1,2016
1487,2016-02-29,May,29,9,2,1,2016
1488,2016-02-29,July,29,9,2,1,2016
1489,2016-02-29,September,29,9,2,1,2016
1490,2016-03-01,August,1,9,3,1,2016
1491,2016-03-01,July,1,9,3,1,2016
1492,2016-03-01,April,1,9,3,1,2016
1493,2016-03-01,September,1,9,3,1,2016
1494,2016-03-01,June,1,9,3,1,2016
1495,2016-03-01,March,1,9,3,1,2016
1496,2016-03-01,February,1,9,3,1,2016
1497,2016-03-01,May,1,9,3,1,2016
1498,2016-03-01,October,1,9,3,1,2016
1499,2016-03-02,April,2,9,3,1,2016
1500,2016-03-02,September,2,9,3,1,2016
1501,2016-03-02,June,2,9,3,1,2016
1502,2016-03-02,May,2,9,3,1,2016
1503,2016-03-02,August,2,9,3,1,2016
1504,2016-03-02,February,2,9,3,1,2016
1505,2016-03-02,March,2,9,3,1,2016
1506,2016-03-02,July,2,9,3,1,2016
1507,2016-03-03,November,3,9,3,1,2016
1508,2016-03-03,March,3,9,3,1,2016
1509,2016-03-03,October,3,9,3,1,2016
1510,2016-03-03,July,3,9,3,1,2016
1511,2016-03-03,February,3,9,3,1,2016
1512,2016-03-03,September,3,9,3,1,2016
1513,2016-03-03,August,3,9,3,1,2016
1514,2016-03-03,May,3,9,3,1,2016
1515,2016-03-03,April,3,9,3,1,2016
1516,2016-03-04,October,4,9,3,1,2016
1517,2016-03-04,May,4,9,3,1,2016
1518,2016-03-04,July,4,9,3,1,2016
1519,2016-03-04,December,4,9,3,1,2016
1520,2016-03-04,June,4,9,3,1,2016
1521,2016-03-04,April,4,9,3,1,2016
1522,2016-03-04,August,4,9,3,1,2016
1523,2016-03-04,March,4,9,3,1,2016
1524,2016-03-04,February,4,9,3,1,2016
1525,2016-03-04,September,4,9,3,1,2016
1526,2016-03-05,April,5,9,3,1,2016
1527,2016-03-05,August,5,9,3,1,2016
1528,2016-03-05,March,5,9,3,1,2016
1529,2016-03-05,September,5,9,3,1,2016
1530,2016-03-05,May,5,9,3,1,2016
1531,2016-03-05,February,5,9,3,1,2016
1532,2016-03-05,July,5,9,3,1,2016
1533,2016-03-05,October,5,9,3,1,2016
1534,2016-03-06,June,6,9,3,1,2016
1535,2016-03-06,July,6,9,3,1,2016
1536,2016-03-06,August,6,9,3,1,2016
1537,2016-03-06,September,6,9,3,1,2016
1538,2016-03-06,May,6,9,3,1,2016
1539,2016-03-06,February,6,9,3,1,2016
1540,2016-03-06,March,6,9,3,1,2016
1541,2016-03-06,April,6,9,3,1,2016
1542,2016-03-07,April,7,10,3,1,2016
1543,2016-03-07,March,7,10,3,1,2016
1544,2016-03-07,December,7,10,3,1,2016
1545,2016-03-07,July,7,10,3,1,2016
1546,2016-03-07,September,7,10,3,1,2016
1547,2016-03-07,October,7,10,3,1,2016
1548,2016-03-07,August,7,10,3,1,2016
1549,2016-03-07,February,7,10,3,1,2016
1550,2016-03-07,June,7,10,3,1,2016
1551,2016-03-07,May,7,10,3,1,2016
1552,2016-03-08,October,8,10,3,1,2016
1553,2016-03-08,September,8,10,3,1,2016
1554,2016-03-08,January,8,10,3,1,2016
1555,2016-03-08,May,8,10,3,1,2016
1556,2016-03-08,February,8,10,3,1,2016
1557,2016-03-08,July,8,10,3,1,2016
1558,2016-03-08,August,8,10,3,1,2016
1559,2016-03-08,June,8,10,3,1,2016
1560,2016-03-08,March,8,10,3,1,2016
1561,2016-03-08,April,8,10,3,1,2016
1562,2016-03-08,November,8,10,3,1,2016
1563,2016-03-09,May,9,10,3,1,2016
1564,2016-03-09,April,9,10,3,1,2016
1565,2016-03-09,March,9,10,3,1,2016
1566,2016-03-09,August,9,10,3,1,2016
1567,2016-03-09,October,9,10,3,1,2016
1568,2016-03-09,July,9,10,3,1,2016
1569,2016-03-09,September,9,10,3,1,2016
1570,2016-03-09,June,9,10,3,1,2016
1571,2016-03-09,December,9,10,3,1,2016
1572,2016-03-10,July,10,10,3,1,2016
1573,2016-03-10,August,10,10,3,1,2016
1574,2016-03-10,June,10,10,3,1,2016
1575,2016-03-10,December,10,10,3,1,2016
1576,2016-03-10,April,10,10,3,1,2016
1577,2016-03-10,March,10,10,3,1,2016
1578,2016-03-10,May,10,10,3,1,2016
1579,2016-03-10,February,10,10,3,1,2016
1580,2016-03-10,November,10,10,3,1,2016
1581,2016-03-11,September,11,10,3,1,2016
1582,2016-03-11,July,11,10,3,1,2016
1583,2016-03-11,April,11,10,3,1,2016
1584,2016-03-11,August,11,10,3,1,2016
1585,2016-03-11,November,11,10,3,1,2016
1586,2016-03-11,June,11,10,3,1,2016
1587,2016-03-11,October,11,10,3,1,2016
1588,2016-03-11,May,11,10,3,1,2016
1589,2016-03-11,March,11,10,3,1,2016
1590,2016-03-12,July,12,10,3,1,2016
1591,2016-03-12,October,12,10,3,1,2016
1592,2016-03-12,August,12,10,3,1,2016
1593,2016-03-12,June,12,10,3,1,2016
1594,2016-03-12,September,12,10,3,1,2016
1595,2016-03-12,February,12,10,3,1,2016
1596,2016-03-12,April,12,10,3,1,2016
1597,2016-03-12,March,12,10,3,1,2016
1598,2016-03-12,May,12,10,3,1,2016
1599,2016-03-13,May,13,10,3,1,2016
1600,2016-03-13,September,13,10,3,1,2016
1601,2016-03-13,December,13,10,3,1,2016
1602,2016-03-13,July,13,10,3,1,2016
1603,2016-03-13,April,13,10,3,1,2016
1604,2016-03-13,October,13,10,3,1,2016
1605,2016-03-13,June,13,10,3,1,2016
1606,2016-03-13,August,13,10,3,1,2016
1607,2016-03-13,March,13,10,3,1,2016
1608,2016-03-14,October,14,11,3,1,2016
1609,2016-03-14,September,14,11,3,1,2016
1610,2016-03-14,December,14,11,3,1,2016
1611,2016-03-14,November,14,11,3,1,2016
1612,2016-03-14,June,14,11,3,1,2016
1613,2016-03-14,May,14,11,3,1,2016
1614,2016-03-14,August,14,11,3,1,2016
1615,2016-03-14,July,14,11,3,1,2016
1616,2016-03-14,April,14,11,3,1,2016
1617,2016-03-14,March,14,11,3,1,2016
1618,2016-03-15,October,15,11,3,1,2016
1619,2016-03-15,December,15,11,3,1,2016
1620,2016-03-15,November,15,11,3,1,2016
1621,2016-03-15,June,15,11,3,1,2016
1622,2016-03-15,April,15,11,3,1,2016
1623,2016-03-15,August,15,11,3,1,2016
1624,2016-03-15,September,15,11,3,1,2016
1625,2016-03-15,March,15,11,3,1,2016
1626,2016-03-15,February,15,11,3,1,2016
1627,2016-03-16,March,16,11,3,1,2016
1628,2016-03-16,July,16,11,3,1,2016
1629,2016-03-16,April,16,11,3,1,2016
1630,2016-03-16,September,16,11,3,1,2016
1631,2016-03-16,June,16,11,3,1,2016
1632,2016-03-16,August,16,11,3,1,2016
1633,2016-03-16,May,16,11,3,1,2016
1634,2016-03-17,February,17,11,3,1,2016
1635,2016-03-17,October,17,11,3,1,2016
1636,2016-03-17,December,17,11,3,1,2016
1637,2016-03-17,July,17,11,3,1,2016
1638,2016-03-17,September,17,11,3,1,2016
1639,2016-03-17,April,17,11,3,1,2016
1640,2016-03-17,August,17,11,3,1,2016
1641,2016-03-17,March,17,11,3,1,2016
1642,2016-03-17,May,17,11,3,1,2016
1643,2016-03-18,April,18,11,3,1,2016
1644,2016-03-18,March,18,11,3,1,2016
1645,2016-03-18,August,18,11,3,1,2016
1646,2016-03-18,May,18,11,3,1,2016
1647,2016-03-18,September,18,11,3,1,2016
1648,2016-03-18,June,18,11,3,1,2016
1649,2016-03-19,September,19,11,3,1,2016
1650,2016-03-19,August,19,11,3,1,2016
1651,2016-03-19,July,19,11,3,1,2016
1652,2016-03-19,May,19,11,3,1,2016
1653,2016-03-19,March,19,11,3,1,2016
1654,2016-03-19,June,19,11,3,1,2016
1655,2016-03-19,April,19,11,3,1,2016
1656,2016-03-19,October,19,11,3,1,2016
1657,2016-03-20,May,20,11,3,1,2016
1658,2016-03-20,February,20,11,3,1,2016
1659,2016-03-20,October,20,11,3,1,2016
1660,2016-03-20,June,20,11,3,1,2016
1661,2016-03-20,April,20,11,3,1,2016
1662,2016-03-20,August,20,11,3,1,2016
1663,2016-03-20,July,20,11,3,1,2016
1664,2016-03-20,March,20,11,3,1,2016
1665,2016-03-21,November,21,12,3,1,2016
1666,2016-03-21,October,21,12,3,1,2016
1667,2016-03-21,June,21,12,3,1,2016
1668,2016-03-21,September,21,12,3,1,2016
1669,2016-03-21,December,21,12,3,1,2016
1670,2016-03-21,August,21,12,3,1,2016
1671,2016-03-21,May,21,12,3,1,2016
1672,2016-03-21,April,21,12,3,1,2016
1673,2016-03-21,July,21,12,3,1,2016
1674,2016-03-21,March,21,12,3,1,2016
1675,2016-03-22,September,22,12,3,1,2016
1676,2016-03-22,June,22,12,3,1,2016
1677,2016-03-22,August,22,12,3,1,2016
1678,2016-03-22,October,22,12,3,1,2016
1679,2016-03-22,May,22,12,3,1,2016
1680,2016-03-22,April,22,12,3,1,2016
1681,2016-03-22,March,22,12,3,1,2016
1682,2016-03-22,July,22,12,3,1,2016
1683,2016-03-23,March,23,12,3,1,2016
1684,2016-03-23,July,23,12,3,1,2016
1685,2016-03-23,April,23,12,3,1,2016
1686,2016-03-23,May,23,12,3,1,2016
1687,2016-03-23,June,23,12,3,1,2016
1688,2016-03-23,August,23,12,3,1,2016
1689,2016-03-23,September,23,12,3,1,2016
1690,2016-03-24,October,24,12,3,1,2016
1691,2016-03-24,December,24,12,3,1,2016
1692,2016-03-24,June,24,12,3,1,2016
1693,2016-03-24,May,24,12,3,1,2016
1694,2016-03-24,March,24,12,3,1,2016
1695,2016-03-24,February,24,12,3,1,2016
1696,2016-03-24,August,24,12,3,1,2016
1697,2016-03-24,April,24,12,3,1,2016
1698,2016-03-24,July,24,12,3,1,2016
1699,2016-03-25,September,25,12,3,1,2016
1700,2016-03-25,August,25,12,3,1,2016
1701,2016-03-25,May,25,12,3,1,2016
1702,2016-03-25,March,25,12,3,1,2016
1703,2016-03-25,July,25,12,3,1,2016
1704,2016-03-25,April,25,12,3,1,2016
1705,2016-03-25,June,25,12,3,1,2016
1706,2016-03-26,March,26,12,3,1,2016
1707,2016-03-26,October,26,12,3,1,2016
1708,2016-03-26,May,26,12,3,1,2016
1709,2016-03-26,July,26,12,3,1,2016
1710,2016-03-26,June,26,12,3,1,2016
1711,2016-03-26,December,26,12,3,1,2016
1712,2016-03-26,April,26,12,3,1,2016
1713,2016-03-26,August,26,12,3,1,2016
1714,2016-03-26,February,26,12,3,1,2016
1715,2016-03-27,December,27,12,3,1,2016
1716,2016-03-27,August,27,12,3,1,2016
1717,2016-03-27,May,27,12,3,1,2016
1718,2016-03-27,September,27,12,3,1,2016
1719,2016-03-27,March,27,12,3,1,2016
1720,2016-03-27,April,27,12,3,1,2016
1721,2016-03-27,July,27,12,3,1,2016
1722,2016-03-28,September,28,13,3,1,2016
1723,2016-03-28,June,28,13,3,1,2016
1724,2016-03-28,July,28,13,3,1,2016
1725,2016-03-28,December,28,13,3,1,2016
1726,2016-03-28,May,28,13,3,1,2016
1727,2016-03-28,March,28,13,3,1,2016
1728,2016-03-28,April,28,13,3,1,2016
1729,2016-03-28,August,28,13,3,1,2016
1730,2016-03-29,April,29,13,3,1,2016
1731,2016-03-29,March,29,13,3,1,2016
1732,2016-03-29,May,29,13,3,1,2016
1733,2016-03-29,June,29,13,3,1,2016
1734,2016-03-29,July,29,13,3,1,2016
1735,2016-03-29,August,29,13,3,1,2016
1736,2016-03-29,October,29,13,3,1,2016
1737,2016-03-30,December,30,13,3,1,2016
1738,2016-03-30,October,30,13,3,1,2016
1739,2016-03-30,August,30,13,3,1,2016
1740,2016-03-30,June,30,13,3,1,2016
1741,2016-03-30,July,30,13,3,1,2016
1742,2016-03-30,April,30,13,3,1,2016
1743,2016-03-30,September,30,13,3,1,2016
1744,2016-03-30,March,30,13,3,1,2016
1745,2016-03-30,May,30,13,3,1,2016
1746,2016-03-31,March,31,13,3,1,2016
1747,2016-03-31,September,31,13,3,1,2016
1748,2016-03-31,April,31,13,3,1,2016
1749,2016-03-31,July,31,13,3,1,2016
1750,2016-03-31,August,31,13,3,1,2016
1751,2016-03-31,December,31,13,3,1,2016
1752,2016-03-31,October,31,13,3,1,2016
1753,2016-03-31,May,31,13,3,1,2016
1754,2016-03-31,June,31,13,3,1,2016
1755,2016-04-01,August,1,13,4,2,2016
1756,2016-04-01,July,1,13,4,2,2016
1757,2016-04-01,May,1,13,4,2,2016
1758,2016-04-01,September,1,13,4,2,2016
1759,2016-04-01,March,1,13,4,2,2016
1760,2016-04-01,June,1,13,4,2,2016
1761,2016-04-01,April,1,13,4,2,2016
1762,2016-04-02,March,2,13,4,2,2016
1763,2016-04-02,July,2,13,4,2,2016
1764,2016-04-02,April,2,13,4,2,2016
1765,2016-04-02,August,2,13,4,2,2016
1766,2016-04-02,May,2,13,4,2,2016
1767,2016-04-02,June,2,13,4,2,2016
1768,2016-04-03,October,3,13,4,2,2016
1769,2016-04-03,June,3,13,4,2,2016
1770,2016-04-03,August,3,13,4,2,2016
1771,2016-04-03,April,3,13,4,2,2016
1772,2016-04-03,May,3,13,4,2,2016
1773,2016-04-03,March,3,13,4,2,2016
1774,2016-04-03,July,3,13,4,2,2016
1775,2016-04-04,July,4,14,4,2,2016
1776,2016-04-04,November,4,14,4,2,2016
1777,2016-04-04,October,4,14,4,2,2016
1778,2016-04-04,May,4,14,4,2,2016
1779,2016-04-04,September,4,14,4,2,2016
1780,2016-04-04,June,4,14,4,2,2016
1781,2016-04-04,March,4,14,4,2,2016
1782,2016-04-04,August,4,14,4,2,2016
1783,2016-04-04,April,4,14,4,2,2016
1784,2016-04-05,October,5,14,4,2,2016
1785,2016-04-05,September,5,14,4,2,2016
1786,2016-04-05,March,5,14,4,2,2016
1787,2016-04-05,June,5,14,4,2,2016
1788,2016-04-05,July,5,14,4,2,2016
1789,2016-04-05,May,5,14,4,2,2016
1790,2016-04-05,April,5,14,4,2,2016
1791,2016-04-05,August,5,14,4,2,2016
1792,2016-04-06,April,6,14,4,2,2016
1793,2016-04-06,July,6,14,4,2,2016
1794,2016-04-06,May,6,14,4,2,2016
1795,2016-04-06,June,6,14,4,2,2016
1796,2016-04-06,March,6,14,4,2,2016
1797,2016-04-06,August,6,14,4,2,2016
1798,2016-04-07,August,7,14,4,2,2016
1799,2016-04-07,December,7,14,4,2,2016
1800,2016-04-07,June,7,14,4,2,2016
1801,2016-04-07,April,7,14,4,2,2016
1802,2016-04-07,May,7,14,4,2,2016
1803,2016-04-07,July,7,14,4,2,2016
1804,2016-04-08,June,8,14,4,2,2016
1805,2016-04-08,March,8,14,4,2,2016
1806,2016-04-08,July,8,14,4,2,2016
1807,2016-04-08,December,8,14,4,2,2016
1808,2016-04-08,October,8,14,4,2,2016
1809,2016-04-08,September,8,14,4,2,2016
1810,2016-04-08,April,8,14,4,2,2016
1811,2016-04-08,August,8,14,4,2,2016
1812,2016-04-08,May,8,14,4,2,2016
1813,2016-04-09,April,9,14,4,2,2016
1814,2016-04-09,June,9,14,4,2,2016
1815,2016-04-09,August,9,14,4,2,2016
1816,2016-04-09,October,9,14,4,2,2016
1817,2016-04-09,May,9,14,4,2,2016
1818,2016-04-09,July,9,14,4,2,2016
1819,2016-04-09,March,9,14,4,2,2016
1820,2016-04-09,September,9,14,4,2,2016
1821,2016-04-10,September,10,14,4,2,2016
1822,2016-04-10,May,10,14,4,2,2016
1823,2016-04-10,July,10,14,4,2,2016
1824,2016-04-10,April,10,14,4,2,2016
1825,2016-04-10,August,10,14,4,2,2016
1826,2016-04-10,June,10,14,4,2,2016
1827,2016-04-10,December,10,14,4,2,2016
1828,2016-04-11,April,11,15,4,2,2016
1829,2016-04-11,August,11,15,4,2,2016
1830,2016-04-11,May,11,15,4,2,2016
1831,2016-04-11,October,11,15,4,2,2016
1832,2016-04-11,July,11,15,4,2,2016
1833,2016-04-11,September,11,15,4,2,2016
1834,2016-04-11,June,11,15,4,2,2016
1835,2016-04-11,January,11,15,4,2,2016
1836,2016-04-11,March,11,15,4,2,2016
1837,2016-04-12,July,12,15,4,2,2016
1838,2016-04-12,June,12,15,4,2,2016
1839,2016-04-12,October,12,15,4,2,2016
1840,2016-04-12,May,12,15,4,2,2016
1841,2016-04-12,April,12,15,4,2,2016
1842,2016-04-12,August,12,15,4,2,2016
1843,2016-04-13,September,13,15,4,2,2016
1844,2016-04-13,June,13,15,4,2,2016
1845,2016-04-13,May,13,15,4,2,2016
1846,2016-04-13,March,13,15,4,2,2016
1847,2016-04-13,April,13,15,4,2,2016
1848,2016-04-13,October,13,15,4,2,2016
1849,2016-04-13,August,13,15,4,2,2016
1850,2016-04-13,July,13,15,4,2,2016
